flow_id,target_bw_mbps,scheduled_flow_start_s,interval_index,absolute_time_s,interval_start_s,interval_end_s,bytes_transferred,bits_per_second,mbps_achieved,retransmits,snd_cwnd_bytes,pmtu,rtt_us,rttvar_us,omitted,cpu_utilization_local_pct,cpu_utilization_remote_pct,congestion_algorithm,max_snd_cwnd_bytes
5,1.11,3044.74,9,3054.24,3009.0,3010.0,0,0,0.0,0,2896,1500,128189,14396,False,0.9428125563848504,0.0283455952291185,reno,8688.0
0,1.07,3004.81,49,3054.31,3049.0,3050.0,0,0,0.0,3,2896,1500,124059,6604,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,24,3054.32,3024.0,3025.0,131072,1048624,1.0486,5,2896,1500,129655,16694,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,40,3054.88,3040.0,3041.0,0,0,0.0,1,1448,1500,125358,10241,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,38,3055.06,3038.0,3039.0,0,0,0.0,1,2896,1500,140668,39900,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,37,3055.14,3037.0,3038.0,0,0,0.0,1,1448,1500,131167,17258,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,10,3055.24,3010.0,3011.0,0,0,0.0,1,1448,1500,128189,14396,False,0.9428125563848504,0.0283455952291185,reno,8688.0
0,1.07,3004.81,50,3055.31,3050.0,3051.0,131072,1048589,1.0486,3,2896,1500,127092,12489,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,25,3055.32,3025.0,3026.0,0,0,0.0,2,1448,1500,141113,30267,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,41,3055.88,3041.0,3042.0,0,0,0.0,1,1448,1500,125358,10241,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,39,3056.06,3039.0,3040.0,0,0,0.0,1,1448,1500,130610,19924,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,38,3056.14,3038.0,3039.0,0,0,0.0,4,2896,1500,123664,5911,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,11,3056.24,3011.0,3012.0,0,0,0.0,2,2896,1500,124173,6544,False,0.9428125563848504,0.0283455952291185,reno,8688.0
0,1.07,3004.81,51,3056.31,3051.0,3052.0,0,0,0.0,3,2896,1500,122944,3108,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,26,3056.32,3026.0,3027.0,131072,1048574,1.0486,1,2896,1500,130350,14858,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,42,3056.88,3042.0,3043.0,131072,1048597,1.0486,2,4344,1500,120906,1023,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,40,3057.06,3040.0,3041.0,0,0,0.0,1,2896,1500,130712,17825,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,39,3057.14,3039.0,3040.0,0,0,0.0,1,2896,1500,121934,3347,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,12,3057.24,3012.0,3013.0,131072,1048642,1.0486,1,8688,1500,128229,13906,False,0.9428125563848504,0.0283455952291185,reno,8688.0
0,1.07,3004.81,52,3057.31,3052.0,3053.0,0,0,0.0,3,5792,1500,121350,1701,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,27,3057.32,3027.0,3028.0,0,0,0.0,2,4344,1500,125723,10110,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,43,3057.88,3043.0,3044.0,0,0,0.0,2,2896,1500,122733,3990,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,41,3058.06,3041.0,3042.0,0,0,0.0,0,5792,1500,128042,13595,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,40,3058.14,3040.0,3041.0,0,0,0.0,1,7240,1500,121048,1246,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,13,3058.24,3013.0,3014.0,0,0,0.0,5,4344,1500,136121,24051,False,0.9428125563848504,0.0283455952291185,reno,8688.0
0,1.07,3004.81,53,3058.31,3053.0,3054.0,0,0,0.0,2,7240,1500,136485,25590,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,28,3058.32,3028.0,3029.0,0,0,0.0,2,1448,1500,124403,7969,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,44,3058.88,3044.0,3045.0,0,0,0.0,1,7240,1500,125815,10754,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,42,3059.06,3042.0,3043.0,131072,1048551,1.0486,1,8688,1500,134851,22866,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,41,3059.14,3041.0,3042.0,0,0,0.0,3,4344,1500,128241,14322,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,14,3059.24,3014.0,3015.0,0,0,0.0,3,2896,1500,121733,2200,False,0.9428125563848504,0.0283455952291185,reno,8688.0
0,1.07,3004.81,54,3059.31,3054.0,3055.0,0,0,0.0,4,2896,1500,129285,15903,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,29,3059.32,3029.0,3030.0,0,0,0.0,2,7240,1500,124093,7102,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,45,3059.88,3045.0,3046.0,0,0,0.0,2,5792,1500,136677,23627,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,43,3060.06,3043.0,3044.0,0,0,0.0,5,4344,1500,129659,15267,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,42,3060.14,3042.0,3043.0,0,0,0.0,3,1448,1500,133557,21399,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,15,3060.24,3015.0,3016.0,131072,1048575,1.0486,0,2896,1500,131297,18055,False,0.9428125563848504,0.0283455952291185,reno,8688.0
0,1.07,3004.81,55,3060.31,3055.0,3056.0,0,0,0.0,3,1448,1500,126254,11263,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,30,3060.32,3030.0,3031.0,0,0,0.0,2,4344,1500,125812,9769,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,46,3060.88,3046.0,3047.0,131072,1048480,1.0485,3,4344,1500,125126,8916,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,44,3061.06,3044.0,3045.0,0,0,0.0,4,2896,1500,133562,21986,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,43,3061.14,3043.0,3044.0,131072,1048543,1.0485,4,2896,1500,129095,15735,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,16,3061.24,3016.0,3017.0,0,0,0.0,0,7240,1500,136346,24379,False,0.9428125563848504,0.0283455952291185,reno,8688.0
0,1.07,3004.81,56,3061.31,3056.0,3057.0,131072,1048524,1.0485,1,4344,1500,125816,10894,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,31,3061.32,3031.0,3032.0,0,0,0.0,2,5792,1500,128308,13965,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,47,3061.88,3047.0,3048.0,0,0,0.0,5,4344,1500,122672,4885,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,45,3062.06,3045.0,3046.0,0,0,0.0,4,4344,1500,129465,15028,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,44,3062.14,3044.0,3045.0,0,0,0.0,2,1448,1500,122206,4017,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,17,3062.24,3017.0,3018.0,0,0,0.0,2,8688,1500,132778,19767,False,0.9428125563848504,0.0283455952291185,reno,8688.0
0,1.07,3004.81,57,3062.31,3057.0,3058.0,0,0,0.0,1,8688,1500,138333,26996,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,32,3062.32,3032.0,3033.0,0,0,0.0,2,8688,1500,129457,14461,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,48,3062.88,3048.0,3049.0,0,0,0.0,2,4344,1500,121026,1689,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,46,3063.06,3046.0,3047.0,0,0,0.0,3,5792,1500,129081,15355,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,45,3063.14,3045.0,3046.0,0,0,0.0,3,2896,1500,120909,1632,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,18,3063.24,3018.0,3019.0,0,0,0.0,4,5792,1500,134000,20987,False,0.9428125563848504,0.0283455952291185,reno,8688.0
0,1.07,3004.81,58,3063.31,3058.0,3059.0,0,0,0.0,4,8688,1500,137530,27149,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,33,3063.32,3033.0,3034.0,131072,1048590,1.0486,3,4344,1500,126677,11897,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,49,3063.88,3049.0,3050.0,0,0,0.0,1,2896,1500,135540,30511,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,47,3064.06,3047.0,3048.0,0,0,0.0,3,1448,1500,185886,125127,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,46,3064.14,3046.0,3047.0,0,0,0.0,2,1448,1500,120423,555,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,19,3064.24,3019.0,3020.0,0,0,0.0,1,4344,1500,140625,34323,False,0.9428125563848504,0.0283455952291185,reno,8688.0
0,1.07,3004.81,59,3064.31,3059.0,3060.0,0,0,0.0,3,5792,1500,135258,23084,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,34,3064.32,3034.0,3035.0,0,0,0.0,0,7240,1500,131338,18787,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,50,3064.88,3050.0,3051.0,0,0,0.0,2,2896,1500,127061,12819,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,48,3065.06,3048.0,3049.0,131072,1048601,1.0486,2,4344,1500,130275,20133,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,47,3065.14,3047.0,3048.0,0,0,0.0,4,2896,1500,120260,387,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,20,3065.24,3020.0,3021.0,131072,1048549,1.0485,7,5792,1500,136110,23678,False,0.9428125563848504,0.0283455952291185,reno,8688.0
0,1.07,3004.81,60,3065.31,3060.0,3061.0,0,0,0.0,0,2896,1500,127763,13308,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,35,3065.32,3035.0,3036.0,131072,1048578,1.0486,4,4344,1500,135902,23504,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,51,3065.88,3051.0,3052.0,0,0,0.0,4,5792,1500,123096,4755,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,49,3066.06,3049.0,3050.0,0,0,0.0,3,5792,1500,131099,17588,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,48,3066.14,3048.0,3049.0,0,0,0.0,2,4344,1500,120202,244,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,21,3066.24,3021.0,3022.0,0,0,0.0,1,4344,1500,151343,57537,False,0.9428125563848504,0.0283455952291185,reno,8688.0
0,1.07,3004.81,61,3066.31,3061.0,3062.0,0,0,0.0,4,1448,1500,125957,10620,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,36,3066.32,3036.0,3037.0,0,0,0.0,3,8688,1500,122180,2513,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,52,3066.88,3052.0,3053.0,0,0,0.0,2,2896,1500,157408,73568,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,50,3067.06,3050.0,3051.0,0,0,0.0,2,4344,1500,127825,13382,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,49,3067.14,3049.0,3050.0,0,0,0.0,4,1448,1500,125379,10013,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,22,3067.24,3022.0,3023.0,0,0,0.0,2,4344,1500,137196,25172,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,0,3067.29,3000.0,3001.0,0,0,0.0,5,2896,1500,120166,2700,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,62,3067.31,3062.0,3063.0,131072,1048566,1.0486,2,4344,1500,121864,3435,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,37,3067.32,3037.0,3038.0,0,0,0.0,2,4344,1500,126598,9694,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,53,3067.88,3053.0,3054.0,0,0,0.0,1,10136,1500,128880,14282,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,51,3068.06,3051.0,3052.0,0,0,0.0,2,2896,1500,124847,8809,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,50,3068.14,3050.0,3051.0,0,0,0.0,2,5792,1500,122190,3107,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,23,3068.24,3023.0,3024.0,0,0,0.0,3,4344,1500,133562,20206,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,1,3068.29,3001.0,3002.0,0,0,0.0,1,2896,1500,120569,1312,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,63,3068.31,3063.0,3064.0,0,0,0.0,2,5792,1500,120847,1216,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,38,3068.32,3038.0,3039.0,0,0,0.0,1,4344,1500,127891,12015,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,54,3068.88,3054.0,3055.0,131072,1048572,1.0486,3,2896,1500,132569,20268,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,52,3069.06,3052.0,3053.0,0,0,0.0,4,2896,1500,123281,6062,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,51,3069.14,3051.0,3052.0,0,0,0.0,2,5792,1500,146837,47934,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,24,3069.24,3024.0,3025.0,0,0,0.0,1,1448,1500,183436,110136,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,2,3069.29,3002.0,3003.0,0,0,0.0,1,4344,1500,127009,12190,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,64,3069.31,3064.0,3065.0,0,0,0.0,4,5792,1500,126071,11276,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,39,3069.32,3039.0,3040.0,0,0,0.0,4,4344,1500,123999,7376,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,55,3069.88,3055.0,3056.0,0,0,0.0,2,2896,1500,125504,9829,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,53,3070.06,3053.0,3054.0,0,0,0.0,3,4344,1500,120812,1401,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,52,3070.14,3052.0,3053.0,0,0,0.0,3,2896,1500,127102,13792,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,25,3070.24,3025.0,3026.0,0,0,0.0,4,1448,1500,162506,77916,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,3,3070.29,3003.0,3004.0,131072,1048573,1.0486,1,4344,1500,131397,17635,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,65,3070.31,3065.0,3066.0,0,0,0.0,2,2896,1500,139473,33402,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,40,3070.32,3040.0,3041.0,131072,1048596,1.0486,0,2896,1500,130866,16966,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,56,3070.88,3056.0,3057.0,0,0,0.0,2,1448,1500,125504,9829,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,54,3071.06,3054.0,3055.0,131072,1048559,1.0486,2,7240,1500,128957,13248,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,53,3071.14,3053.0,3054.0,0,0,0.0,3,1448,1500,122689,3604,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,26,3071.24,3026.0,3027.0,131072,1048595,1.0486,1,7240,1500,138191,30915,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,4,3071.29,3004.0,3005.0,0,0,0.0,0,2896,1500,180504,90941,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,66,3071.31,3066.0,3067.0,0,0,0.0,2,8688,1500,129888,17987,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,41,3071.32,3041.0,3042.0,0,0,0.0,1,2896,1500,146119,42921,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,57,3071.88,3057.0,3058.0,0,0,0.0,1,5792,1500,122029,2862,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,55,3072.06,3055.0,3056.0,0,0,0.0,1,2896,1500,132221,19879,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,54,3072.14,3054.0,3055.0,131072,1048639,1.0486,3,1448,1500,129357,18331,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,27,3072.24,3027.0,3028.0,0,0,0.0,2,2896,1500,132744,19106,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,5,3072.29,3005.0,3006.0,0,0,0.0,2,4344,1500,173058,75847,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,67,3072.31,3067.0,3068.0,131072,1048527,1.0485,0,4344,1500,125472,9795,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,42,3072.32,3042.0,3043.0,0,0,0.0,3,2896,1500,135340,27638,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,58,3072.88,3058.0,3059.0,0,0,0.0,2,7240,1500,123989,7189,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,56,3073.06,3056.0,3057.0,0,0,0.0,2,4344,1500,126372,11282,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,55,3073.14,3055.0,3056.0,0,0,0.0,3,4344,1500,126375,10789,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,28,3073.24,3028.0,3029.0,0,0,0.0,1,7240,1500,166211,55659,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,6,3073.29,3006.0,3007.0,0,0,0.0,1,2896,1500,160630,64207,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,68,3073.31,3068.0,3069.0,0,0,0.0,1,7240,1500,132269,17891,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,43,3073.32,3043.0,3044.0,0,0,0.0,1,4344,1500,124127,6429,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,59,3073.88,3059.0,3060.0,131072,1048558,1.0486,1,10136,1500,125893,10057,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,57,3074.06,3057.0,3058.0,0,0,0.0,4,2896,1500,164082,83952,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,56,3074.14,3056.0,3057.0,0,0,0.0,2,5792,1500,137210,25975,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,29,3074.24,3029.0,3030.0,0,0,0.0,1,4344,1500,180224,101915,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,7,3074.29,3007.0,3008.0,0,0,0.0,0,2896,1500,155577,58262,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,69,3074.31,3069.0,3070.0,0,0,0.0,4,1448,1500,123633,6183,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,44,3074.32,3044.0,3045.0,0,0,0.0,1,5792,1500,142622,31435,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,60,3074.88,3060.0,3061.0,0,0,0.0,7,1448,1500,141205,37657,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,58,3075.06,3058.0,3059.0,0,0,0.0,2,2896,1500,140143,38156,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,57,3075.14,3057.0,3058.0,0,0,0.0,4,2896,1500,130103,17493,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,30,3075.24,3030.0,3031.0,0,0,0.0,1,2896,1500,172407,86183,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,8,3075.29,3008.0,3009.0,0,0,0.0,2,5792,1500,162318,63623,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,70,3075.31,3070.0,3071.0,0,0,0.0,3,2896,1500,133712,26693,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,45,3075.32,3045.0,3046.0,0,0,0.0,4,2896,1500,130567,17373,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,61,3075.88,3061.0,3062.0,0,0,0.0,0,5792,1500,141041,32620,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,59,3076.06,3059.0,3060.0,0,0,0.0,0,2896,1500,137640,33621,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,58,3076.14,3058.0,3059.0,0,0,0.0,2,4344,1500,123009,3322,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,31,3076.24,3031.0,3032.0,0,0,0.0,2,2896,1500,148081,50593,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,9,3076.29,3009.0,3010.0,0,0,0.0,3,2896,1500,136811,29855,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,71,3076.31,3071.0,3072.0,131072,1048551,1.0486,2,7240,1500,123290,4842,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,46,3076.32,3046.0,3047.0,0,0,0.0,0,2896,1500,123548,5092,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,62,3076.88,3062.0,3063.0,0,0,0.0,0,2896,1500,136177,26780,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,60,3077.06,3060.0,3061.0,0,0,0.0,2,1448,1500,137640,33621,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,59,3077.14,3059.0,3060.0,0,0,0.0,2,4344,1500,120943,1347,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,32,3077.24,3032.0,3033.0,0,0,0.0,3,4344,1500,136335,28357,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,10,3077.29,3010.0,3011.0,0,0,0.0,3,5792,1500,148514,39393,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,72,3077.31,3072.0,3073.0,0,0,0.0,3,4344,1500,126612,12306,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,47,3077.32,3047.0,3048.0,0,0,0.0,1,2896,1500,121022,1373,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,63,3077.88,3063.0,3064.0,0,0,0.0,2,2896,1500,124542,7953,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,61,3078.06,3061.0,3062.0,0,0,0.0,1,2896,1500,137026,20291,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,60,3078.14,3060.0,3061.0,131072,1048628,1.0486,2,2896,1500,124648,8883,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,33,3078.24,3033.0,3034.0,131072,1048533,1.0485,2,7240,1500,136254,27287,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,11,3078.29,3011.0,3012.0,131072,1048580,1.0486,1,5792,1500,132681,20033,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,73,3078.31,3073.0,3074.0,0,0,0.0,2,10136,1500,126717,11957,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,48,3078.32,3048.0,3049.0,0,0,0.0,2,1448,1500,121022,1373,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,64,3078.88,3064.0,3065.0,0,0,0.0,1,4344,1500,121902,3226,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,62,3079.06,3062.0,3063.0,0,0,0.0,3,5792,1500,127000,10935,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,61,3079.14,3061.0,3062.0,0,0,0.0,0,7240,1500,137714,26501,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,34,3079.24,3034.0,3035.0,0,0,0.0,1,2896,1500,143700,34414,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,12,3079.29,3012.0,3013.0,0,0,0.0,2,4344,1500,126518,9163,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,74,3079.31,3074.0,3075.0,0,0,0.0,4,2896,1500,126630,11242,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,49,3079.32,3049.0,3050.0,131072,1048602,1.0486,3,2896,1500,120538,869,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,65,3079.88,3065.0,3066.0,0,0,0.0,1,5792,1500,136278,25268,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,63,3080.06,3063.0,3064.0,131072,1048473,1.0485,0,7240,1500,124058,7560,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,62,3080.14,3062.0,3063.0,0,0,0.0,3,4344,1500,133496,20526,False,1.03242874132155,0.0340887152330712,reno,13032.0
5,1.11,3044.74,35,3080.24,3035.0,3036.0,0,0,0.0,3,2896,1500,148185,41934,False,0.9428125563848504,0.0283455952291185,reno,8688.0
6,1.25,3066.79,13,3080.29,3013.0,3014.0,0,0,0.0,1,5792,1500,162096,73279,False,0.8384980670600508,0.0244921479432156,reno,8688.0
0,1.07,3004.81,75,3080.31,3075.0,3076.0,0,0,0.0,3,2896,1500,125892,10298,False,1.289086557806908,0.0458132478693241,reno,14480.0
4,1.26,3029.82,50,3080.32,3050.0,3051.0,0,0,0.0,0,2896,1500,120897,1195,False,0.9260462056055172,0.0317258263696296,reno,10136.0
1,1.47,3014.38,66,3080.88,3066.0,3067.0,131072,1048590,1.0486,2,4344,1500,124274,4894,False,1.1167772780711196,0.0395876795885839,reno,13032.0
2,1.08,3016.56,64,3081.06,3064.0,3065.0,0,0,0.0,2,1448,1500,142103,39239,False,1.04393646393242,0.0295832948592751,reno,10136.0
3,1.05,3017.64,63,3081.14,3063.0,3064.0,0,0,0.0,1,8688,1500,133197,21514,False,1.03242874132155,0.0340887152330712,reno,13032.0
