time_bin,iperf_retransmits_sum,iperf_rtt_us_mean,iperf_rtt_us_max,iperf_rttvar_us_mean,iperf_cwnd_bytes_mean,iperf_mbps_sum,iperf_achieved_ratio_mean,iperf_achieved_ratio_min,iperf_active_flows,iperf_bytes_sum,iperf_target_bw_sum,ping_rtt_ms_mean,ping_rtt_ms_max,ping_rtt_ms_std,ping_count,qdisc_backlog_pkt_max,qdisc_backlog_bytes_max,qdisc_drop_ratio_max,qdisc_dropped_delta_sum,qdisc_overlimit_delta_sum,qdisc_overlimit_rate_sum,qdisc_throughput_mbps_sum,qdisc_util_pct_max,qdisc_sent_pkt_delta_sum,host_rtt_ms_mean,host_minrtt_ms_min,host_cwnd_segs_mean,host_cwnd_segs_min,host_retrans_delta_sum,host_lost_delta_sum,host_delivery_mbps,host_socket_count,rtt_relative_iperf,rtt_relative_ping,retransmit_rate,queue_fill_ratio,host_delivery_ratio,iperf_achieved_ratio_capped,hf_A_retx_iperf,hf_A_retx_host,hf_A_lost_host,hf_A_loss,hf_B_rtt_iperf,hf_B_rtt_ping,hf_B_rttvar,hf_B_latency,hf_C_bw_iperf,hf_C_delivery_ss,hf_C_throughput,is_observable,congestion_state,congestion_binary,congestion_label
107,0.0,119777.45,119892.9,938.1500000000001,357000.0,11.368500000000001,1.037317297149123,1.037046875,2.0,1421061.0,10.96,120.27333333333333,121.77,1.2989354615735635,3,0,276,0.0,0,0,0.0,23.5002,47.27,1900,119.81,119.939,238.0,235.0,0.0,0.0,11.0288,2.0,1.0004234642634164,1.0045652565807837,0.0,0.0,0.441152,1.037271897810219,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
108,0.0,119952.04999999999,119995.2,942.9000000000001,322500.0,11.4298,1.0445589364035088,1.0344687499999998,2.0,1428721.0,10.96,120.58333333333333,121.34,0.6607823645750036,3,0,99,0.0,0,0,0.0,22.3729,48.11,1872,120.022,119.978,215.0,215.0,0.0,0.0,10.9825,2.0,1.0018817849812176,1.0071544858048291,0.0,0.0,0.4393,1.0428649635036495,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
109,0.0,120301.5,120420.8,1995.25,264000.0,11.114,1.0150670230263157,1.009015625,2.0,1389253.0,10.96,120.28666666666668,120.76,0.5455578185062898,3,0,30,0.0,0,0,0.0,21.177100000000003,42.6,1854,120.248,119.775,176.0,173.0,0.0,0.0,10.3626,2.0,1.004800514504904,1.004676621278592,0.0,0.0,0.41450400000000004,1.014051094890511,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
110,0.0,119963.04999999999,119965.4,607.9000000000001,273000.0,10.8205,0.9894609375,0.976421875,2.0,1352565.0,10.96,120.10666666666667,121.41,1.6804860408028859,3,0,76,0.0,0,0,0.0,20.6111,42.01,1818,120.182,120.152,182.0,180.0,0.0,0.0,10.5167,2.0,1.0019736608569094,1.0031731978581786,0.0,0.0,0.420668,0.9872718978102188,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
111,0.0,119869.5,120070.6,1644.6,321000.0,10.8233,0.9900737390350878,0.97490625,2.0,1352910.0,10.96,119.83999999999999,121.65,2.405763911941493,3,0,441,0.0,0,0,0.0,21.6535,46.27,1788,119.736,119.759,214.0,214.0,0.0,0.0,10.1344,2.0,1.0011922982959114,1.00094590390201,0.0,0.0,0.40537599999999996,0.9875273722627737,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
112,0.0,120664.6,120664.6,1061.0,339000.0,6.3205,0.987578125,0.987578125,1.0,790061.0,6.4,119.90666666666668,120.86,0.9865258908580783,3,0,754,0.0,0,0,0.0,12.158100000000001,24.72,1060,120.558,120.211,226.0,223.0,0.0,0.0,5.9231,1.0,1.0078332536379715,1.0015027273910524,0.0,0.0,0.236924,0.987578125,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
113,0.0,120006.7,120006.7,1356.1,289500.0,6.4272,1.0042499999999999,1.0042499999999999,1.0,803405.0,6.4,120.06666666666666,120.95,0.766963710571328,3,0,280,0.0,0,0,0.0,12.7407,26.75,1076,119.846,119.909,193.0,193.0,0.0,0.0,6.5629,1.0,1.00233824103636,1.0028391037647533,0.0,0.0,0.26251599999999997,1.0042499999999999,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
114,0.0,120417.9,120417.9,381.8,330000.0,6.3795,0.996796875,0.996796875,1.0,797435.0,6.4,120.62333333333333,120.79,0.14977761292440728,3,0,721,0.0,0,0,0.0,13.0968,27.43,1080,120.189,119.795,220.0,217.0,0.0,0.0,6.4912,1.0,1.0057727283167712,1.0074885798982545,0.0,0.0,0.259648,0.996796875,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
115,0.0,119550.1,119550.1,1240.6,307500.0,6.2031,0.969234375,0.969234375,1.0,775386.0,6.4,119.08999999999999,119.31,0.19697715603592042,3,0,321,0.0,0,0,0.0,11.769400000000001,23.94,1042,119.827,119.706,205.0,205.0,0.0,0.0,6.2784,1.0,0.9985245569599108,0.994681639650287,0.0,0.0,0.251136,0.969234375,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
116,0.0,120285.4,120285.4,1744.0,309000.0,6.503,1.01609375,1.01609375,1.0,812881.0,6.4,119.75666666666666,120.12,0.3156474826976064,3,0,109,0.0,0,0,0.0,12.232,24.56,1092,120.338,119.968,206.0,203.0,0.0,0.0,6.448,1.0,1.0046660416323,1.0002498745407076,0.0,0.0,0.25792000000000004,1.01609375,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
117,0.0,119669.9,119669.9,1272.2,279000.0,6.719,1.04984375,1.04984375,1.0,839873.0,6.4,120.39,121.25,0.7453858061433682,3,0,40,0.0,0,0,0.0,13.2805,27.0,1136,119.679,119.738,186.0,186.0,0.0,0.0,6.7641,1.0,0.9995251687697193,1.0055396976866073,0.0,0.0,0.270564,1.04984375,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
118,0.0,120024.6,120024.6,499.5,324000.0,6.7073,1.048015625,1.048015625,1.0,838409.0,6.4,120.62333333333333,123.19,2.262130264448389,3,0,14,0.0,0,0,0.0,13.036999999999999,26.63,1106,120.186,120.146,216.0,214.0,0.0,0.0,6.2128,1.0,1.0024877481431678,1.0074885798982545,0.0,0.0,0.24851199999999998,1.048015625,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
119,0.0,120665.5,120665.5,1840.3,277500.0,7.0666,1.10415625,1.10415625,1.0,883319.0,6.4,121.09333333333332,122.21,1.916828978634586,3,0,729,0.0,0,0,0.0,14.760200000000001,29.6,1152,120.183,119.866,185.0,182.0,0.0,0.0,6.8185,1.0,1.0078407707550736,1.0114141854960008,0.0,0.0,0.27274,1.10415625,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
120,0.0,119430.2,119430.2,1450.3,324000.0,6.432,1.005,1.005,1.0,803999.0,6.4,119.13999999999999,121.38,2.0623287807718715,3,0,240,0.0,0,0,0.0,12.8318,26.1,1076,119.311,120.009,216.0,216.0,0.0,0.0,6.0702,1.0,0.9975231099148686,0.9950992572670685,0.0,0.0,0.242808,1.005,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
121,0.0,119766.8,119766.8,861.4,300000.0,6.2313,0.9736406249999999,0.9736406249999999,1.0,778907.0,6.4,120.03333333333335,120.56,0.49034001808268973,3,0,81,0.0,0,0,0.0,12.1812,24.42,1032,119.794,120.198,200.0,198.0,0.0,0.0,5.683,1.0,1.000334511711042,1.0025606920202323,0.0,0.0,0.22732,0.9736406249999999,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
122,0.0,119688.8,119688.8,718.7,334500.0,6.5783,1.0278593749999998,1.0278593749999998,1.0,822283.0,6.4,119.91000000000001,121.46,1.5915087181665075,3,0,30,0.0,0,0,0.0,13.393899999999999,27.37,1100,120.023,119.9,223.0,223.0,0.0,0.0,6.3952,1.0,0.9996830282288628,1.0015305685655045,0.0,0.0,0.255808,1.0278593749999998,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
123,0.0,120679.0,120679.0,1893.8,337500.0,6.1398,0.9593437499999999,0.9593437499999999,1.0,767480.0,6.4,120.64333333333333,121.42,0.8292365967161228,3,0,101,0.0,0,0,0.0,13.0968,26.37,1024,120.522,120.16,225.0,222.0,0.0,0.0,5.9779,1.0,1.0079535275116045,1.007655626944967,0.0,0.0,0.239116,0.9593437499999999,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
124,0.0,120121.4,120121.4,1248.9,324000.0,6.1404,0.9594374999999999,0.9594374999999999,1.0,767544.0,6.4,120.39,121.53,1.5616657773031986,3,0,33,0.0,0,0,0.0,12.2934,25.03,1032,120.701,120.173,216.0,214.0,0.0,0.0,5.706,1.0,1.0032962558492566,1.0055396976866073,0.0,0.0,0.22824000000000003,0.9594374999999999,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
125,0.0,119881.4,119881.4,1540.9,349500.0,6.7946,1.06165625,1.06165625,1.0,849329.0,6.4,119.13666666666666,119.39,0.4046397574798291,3,0,285,0.0,0,0,0.0,12.5378,25.3,1106,119.802,119.865,233.0,230.0,0.0,0.0,6.723,1.0,1.0012916912887053,0.9950714160926164,0.0,0.0,0.26892,1.06165625,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
126,0.0,119726.75,,,,,,,0.0,,,120.95333333333333,121.74,1.0971478174491012,3,0,103,0.0,0,0,0.0,0.0283,0.06,2,,,,,0.0,0.0,,,1.0,1.0102448561690127,0.0,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,normal
127,0.0,119726.75,,,,,,,0.0,,,120.67,121.59,1.1945291959596502,3,0,360,0.0,0,0,0.0,0.0,0.0,0,,,,,0.0,0.0,,,1.0,1.007878356340584,0.0,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,normal
128,0.0,119638.5,119638.5,540.4,295500.0,13.8333,1.0097299270072992,1.0097299270072992,1.0,1729164.0,13.7,120.37666666666667,121.53,1.4275970486567033,3,0,121,0.0,0,0,0.0,27.5711,55.8,2286,119.682,120.259,197.0,197.0,0.0,0.0,13.0826,1.0,0.9992629049063806,1.0054283329887987,0.0,0.0,0.523304,1.0097299270072992,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
129,0.0,120475.1,120475.1,1901.6,318000.0,14.2153,1.0376131386861314,1.0376131386861314,1.0,1776916.0,13.7,120.44333333333333,120.85,0.4100406483915108,3,0,660,0.0,0,0,0.0,28.569000000000003,58.54,2366,120.361,120.199,212.0,211.0,0.0,0.0,14.4711,1.0,1.0062504828703696,1.0059851564778408,0.0,0.0,0.578844,1.0376131386861314,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
130,0.0,120531.9,120531.9,489.9,360000.0,13.5798,0.9912262773722629,0.9912262773722629,1.0,1697473.0,13.7,120.70666666666666,121.19,0.5824374072235858,3,0,421,0.0,0,0,0.0,28.1789,57.67,2268,120.313,120.006,240.0,239.0,0.0,0.0,13.6877,1.0,1.006724896483033,1.008184609259557,0.0,0.0,0.547508,0.9912262773722629,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
131,0.0,120414.6,120414.6,646.1,307500.0,13.8437,1.0104890510948905,1.0104890510948905,1.0,1730467.0,13.7,122.59999999999998,129.73,6.197894803883004,3,0,909,0.0,0,0,0.0,26.7014,55.06,2316,120.027,120.298,205.0,203.0,0.0,0.0,12.9136,1.0,1.0057451655540637,1.0239983963483514,0.0,0.0,0.516544,1.0104890510948905,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
132,0.0,128839.45000000001,128981.3,6769.1,373500.0,24.9846,0.964368643029227,0.9628978102189782,2.0,3123070.0,25.91,130.0533333333333,131.16,1.1987215411985124,3,17,26307,0.0,0,40,40.913,51.476299999999995,105.82,4192,128.884,119.729,249.0,246.0,0.0,0.0,23.3828,2.0,1.076112481128904,1.0862512624232539,0.0,0.5666666666666667,0.935312,0.999384,0,0,0,0,0,0,1,0,0,0,1,1,0,0,normal
133,0.0,128488.4,128832.0,7701.85,333000.0,24.9162,0.9615912647883451,0.9606715806715805,2.0,3114517.0,25.91,128.26666666666668,128.45,0.1715614564327605,3,18,28357,0.0,0,22,22.787,52.0062,105.76,4184,128.662,120.148,222.0,219.0,0.0,0.0,23.7075,2.0,1.0731803878414807,1.071328392916927,0.0,0.6,0.9483,0.996648,0,0,0,0,0,0,1,0,0,0,1,1,0,0,normal
134,0.0,128333.2,128379.9,19048.949999999997,286500.0,25.3664,0.9789736754006827,0.9781736281736281,2.0,3170801.0,25.91,129.36333333333334,131.12,2.711905848906518,3,17,25977,0.0,0,20,19.380000000000003,48.9223,100.88,4206,128.524,119.837,191.0,189.0,0.0,0.0,25.1398,2.0,1.0718841027589907,1.0804881393116688,0.0,0.5666666666666667,1.005592,1.014656,0,0,0,0,0,0,1,0,0,0,1,1,0,0,normal
135,0.0,131261.5,131419.2,5774.866666666666,294000.0,24.9707,0.625892138446153,0.6113211678832117,3.0,3121338.0,39.91,130.98,131.73,0.7762087348130002,3,22,34216,0.0,0,108,102.098,47.153099999999995,96.62,4156,131.246,119.861,196.0,194.0,0.0,0.0,24.0925,3.0,1.0963422961034188,1.0939911089209386,0.0,0.7333333333333333,0.9637,0.998828,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
136,0.0,132019.80000000002,132115.6,2696.866666666667,339000.0,24.7272,0.619442277992278,0.6154054054054053,3.0,3090895.0,39.91,133.35999999999999,135.95,2.4916460422780786,3,24,36503,0.0,0,128,132.999,51.8596,104.46,4158,132.011,119.778,226.0,224.0,0.0,0.0,24.9807,3.0,1.102675884879528,1.1138697074797403,0.0,0.8,0.999228,0.989088,0,0,0,0,1,1,0,1,0,0,0,1,0,0,normal
137,0.0,134799.90000000002,134979.2,7683.4,321000.0,25.2002,0.9097569082377477,0.9095357142857142,2.0,3150029.0,27.7,134.58666666666667,135.31,0.701165696061453,3,29,44032,0.0,0,42,41.299,49.3197,100.24,4178,134.996,119.86,214.0,211.0,0.0,0.0,22.8547,2.0,1.1258962596078155,1.1241152596781143,0.0,0.9666666666666667,0.914188,1.008008,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
138,0.0,132815.0,132904.8,10611.55,330000.0,24.6077,0.8883123044838374,0.8834817518248176,2.0,3075961.0,27.7,131.32666666666668,133.88,3.028949212735875,3,26,39801,0.0,0,44,43.407,48.9583,98.0,4134,132.866,119.97,220.0,217.0,0.0,0.0,24.5927,2.0,1.1093176754568215,1.0968865910639576,0.0,0.8666666666666667,0.983708,0.9843080000000001,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
139,0.0,130379.09999999999,130548.8,5177.766666666666,337500.0,25.2124,0.6708523574537247,0.6613065693430658,3.0,3151534.0,37.64,132.46,133.78,1.1898319209031123,3,21,31825,0.0,0,102,96.84100000000001,47.8658,96.5,4200,130.247,119.743,225.0,223.0,0.0,0.0,23.6454,3.0,1.0889721804024581,1.1063525903776725,0.0,0.7,0.945816,1.008496,0,0,0,0,0,1,1,1,0,0,1,1,1,1,onset
140,0.0,134025.38,134342.2,25871.760000000002,357000.0,25.151699999999998,0.4143922712080433,0.40167883211678834,5.0,3143960.0,60.75,135.58333333333334,135.97,0.34428670223135177,3,25,38535,0.0,0,264,248.20299999999997,47.595299999999995,96.34,4218,133.956,119.95,238.0,238.0,0.0,0.0,23.4523,5.0,1.1194271956768225,1.1324397708392933,0.0,0.8333333333333334,0.938092,1.006068,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
141,0.0,136077.28,136373.7,8736.4,298500.0,25.177599999999998,0.41460907246522033,0.40118143459915606,5.0,3147190.0,60.75,135.10333333333332,135.96,0.7492885514495331,3,27,41697,0.0,0,266,249.132,46.8985,95.31,4172,136.033,120.291,199.0,196.0,0.0,0.0,25.4179,5.0,1.1365653874343036,1.1284306417181902,0.0,0.9,1.016716,1.007104,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
142,0.0,134447.32,134520.3,4376.36,306000.0,25.1291,0.41179944702695215,0.39565400843881854,5.0,3141123.0,60.75,134.27666666666667,135.5,1.5236250632400798,3,27,41900,0.0,0,240,238.917,49.988200000000006,102.47,4184,134.563,120.104,204.0,201.0,0.0,0.0,24.6713,5.0,1.1229513872213186,1.1215260304540688,0.0,0.9,0.986852,1.005164,0,0,0,0,1,1,0,1,0,0,0,1,0,0,normal
143,0.0,133834.36000000002,134234.1,2931.2799999999997,306000.0,25.1694,0.41536953570938506,0.40687122736418513,5.0,3146174.0,60.75,133.83,135.59,2.1106397134518113,3,28,43234,0.0,0,322,326.298,51.275999999999996,108.86,4216,133.804,120.251,204.0,201.0,0.0,0.0,24.7348,5.0,1.1178317293336704,1.117795313077487,0.0,0.9333333333333333,0.989392,1.006776,0,0,0,0,1,1,0,1,0,0,0,1,0,0,normal
144,8.0,135302.875,135561.3,13621.15,192000.0,14.472399999999999,0.28509365575030177,0.2779051094890511,4.0,1809041.0,50.81,136.91,139.1,1.9194009482127379,3,28,42330,0.005776,14,210,205.022,28.2482,56.55,2410,135.276,119.929,128.0,128.0,9.0,4.0,14.4635,4.0,1.1300972840238293,1.1435205582712302,0.0033195020746887966,0.9333333333333333,0.5785399999999999,0.578896,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
145,0.0,134423.94,134629.9,21758.120000000003,315000.0,25.1937,0.4007398039246959,0.39783403656821376,5.0,3149206.0,62.81,133.14333333333335,133.85,0.6573684912842467,3,30,46047,0.0,0,286,282.514,49.680800000000005,106.05,4190,134.306,120.111,210.0,207.0,0.0,0.0,24.3913,5.0,1.1227561092237115,1.1120600311403537,0.0,1.0,0.9756520000000001,1.007748,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
146,21.0,133307.06,133456.2,19670.7,117000.0,8.9159,0.14160011655623167,0.13633333333333333,5.0,1114478.0,62.81,132.27,133.89,1.4109571219565658,3,31,47057,0.018253,28,232,231.48399999999998,18.0383,38.7,1506,133.304,120.297,78.0,77.0,21.0,10.0,9.0051,5.0,1.113427533947092,1.1047656434339028,0.013944223107569721,1.0333333333333334,0.360204,0.356636,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
147,0.0,134122.82,134536.1,3055.46,330000.0,24.6908,0.3947854295232522,0.3854916666666666,5.0,3086348.0,62.81,133.46,134.56,0.973396116696577,3,31,46811,0.0,0,286,295.784,51.2528,105.33,4128,134.113,120.067,220.0,218.0,0.0,0.0,24.9381,5.0,1.1202410488884065,1.1147049427133036,0.0,1.0333333333333334,0.997524,0.987632,0,0,0,0,1,1,0,1,0,0,0,1,0,0,normal
148,34.0,133506.94,133847.9,7498.08,105000.0,9.2851,0.1500171270508573,0.13919285714285715,5.0,1160642.0,62.81,134.33,136.83,2.207351353998744,3,30,45204,0.038653,62,262,266.137,18.8157,37.96,1542,133.648,119.869,70.0,67.0,34.0,12.0,9.019,5.0,1.115097002131938,1.1219714892453025,0.02204928664072633,1.0,0.36076,0.371404,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
149,32.0,135890.22,136067.0,24862.8,138000.0,8.423300000000001,0.13123785477796404,0.1040084388185654,5.0,1052911.0,62.81,134.97333333333333,136.07,1.2070763577062267,3,29,44205,0.034946,52,252,252.69099999999997,17.287599999999998,35.29,1436,135.993,120.133,92.0,91.0,31.0,10.0,8.3348,5.0,1.1350029964064003,1.1273448359145581,0.022284122562674095,0.9666666666666667,0.33339199999999997,0.33693200000000006,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
150,0.0,132422.18,132692.6,15025.179999999998,411000.0,24.3433,0.3875064963796969,0.38013138686131387,5.0,3042918.0,62.81,132.71333333333334,132.84,0.1778576209593947,3,24,36547,0.0,0,256,237.544,45.88849999999999,91.85,4120,132.391,120.092,274.0,272.0,0.0,0.0,25.0395,5.0,1.106036704412339,1.1084685196360324,0.0,0.8,1.00158,0.9737319999999999,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
151,0.0,134264.62,134431.6,22570.82,364500.0,24.9732,0.39727030805574254,0.390007299270073,5.0,3121648.0,62.81,134.17666666666665,135.39,1.5950339599310328,3,25,38836,0.0,0,278,278.153,49.905699999999996,100.55,4156,134.235,119.766,243.0,240.0,0.0,0.0,24.3071,5.0,1.1214254124495988,1.1206907952205054,0.0,0.8333333333333334,0.9722839999999999,0.9989279999999999,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
152,0.0,131812.72,131898.2,7111.6,324000.0,24.549599999999998,0.39093423400928945,0.38781751824817523,5.0,3068697.0,62.81,132.13333333333333,133.76,1.4130227646196392,3,28,43109,0.0,0,256,255.846,50.2783,106.86,4192,131.777,120.159,216.0,214.0,0.0,0.0,25.4932,5.0,1.1009462797578653,1.1036241552813664,0.0,0.9333333333333333,1.019728,0.981984,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
153,0.0,131640.48333333334,131946.9,9632.433333333332,303000.0,25.948900000000002,0.3565130511366772,0.3437299270072993,6.0,3243611.0,73.05,132.33333333333334,136.21,3.39506013692445,3,29,43549,0.0,0,368,368.96299999999997,50.6884,106.33,4212,131.491,120.261,202.0,199.0,0.0,0.0,23.2272,6.0,1.0995076984327508,1.1052946257484928,0.0,0.9666666666666667,0.929088,1.037956,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
154,0.0,135997.4,136294.4,15313.383333333333,391500.0,24.3945,0.3340292054551912,0.3210875,6.0,3049303.0,73.05,135.65666666666667,137.41,1.9169072312799333,3,28,42883,0.0,0,328,320.409,48.413799999999995,97.44,4130,136.021,119.981,261.0,261.0,0.0,0.0,24.3409,6.0,1.1358982015297332,1.1330522766772393,0.0,0.9333333333333333,0.9736360000000001,0.97578,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
155,0.0,133732.35,133975.1,5796.8,348000.0,24.3495,0.33106352107382137,0.31295358649789023,6.0,3043684.0,73.05,134.74333333333334,135.76,0.9691405126880831,3,28,43373,0.0,0,314,302.712,47.8467,97.68,4134,133.866,119.9,232.0,229.0,0.0,0.0,24.7022,6.0,1.1169797058719126,1.125423794877363,0.0,0.9333333333333333,0.9880880000000001,0.97398,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
156,0.0,133275.93333333332,133619.5,13001.666666666666,333000.0,24.5929,0.3370816852844137,0.3295255474452555,6.0,3074102.0,73.05,132.75666666666666,135.2,2.1777587867652457,3,31,46734,0.0,0,258,264.3,50.7573,103.88,4128,133.378,119.89,222.0,219.0,0.0,0.0,24.9963,6.0,1.1131675530600582,1.1088304549039096,0.0,1.0333333333333334,0.9998520000000001,0.983716,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
157,0.0,134623.88333333333,134725.8,14776.766666666668,390000.0,23.2415,0.3184662008278875,0.3108875,6.0,2905199.0,73.05,133.97333333333333,134.98,1.130678262519148,3,29,43990,0.000517,2,314,312.295,46.2052,92.78,3870,134.705,120.256,260.0,259.0,1.0,1.0,22.693,6.0,1.124426106390872,1.1189924835789273,0.0,0.9666666666666667,0.9077200000000001,0.9296599999999999,0,1,1,1,1,1,1,1,0,0,1,1,2,1,congested
158,0.0,132845.31666666668,133134.5,12962.35,303000.0,25.481199999999998,0.3496835716902679,0.33284671532846716,6.0,3185145.0,73.05,132.02,132.55,0.7357309290766592,3,28,43417,0.0,0,302,315.404,52.6991,106.55,4204,132.814,119.7,202.0,202.0,0.0,0.0,25.3462,6.0,1.1095708909384634,1.102677555349995,0.0,0.9333333333333333,1.013848,1.019248,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
159,0.0,133820.68333333332,134178.5,4399.616666666667,409500.0,24.221,0.33139905174747036,0.3178059071729957,6.0,3027595.0,73.05,134.55333333333334,135.77,1.3955046876787516,3,28,42281,0.0,0,350,342.948,47.8476,97.51,4068,133.723,120.254,273.0,271.0,0.0,0.0,24.5011,6.0,1.117717496994893,1.1238368479335934,0.0,0.9333333333333333,0.980044,0.96884,0,0,0,0,1,1,0,1,0,0,0,1,0,0,normal
160,0.0,135700.21666666665,135940.8,11509.533333333333,354000.0,24.9098,0.34029504569159097,0.33299578059071727,6.0,3113720.0,73.05,135.24666666666667,136.43,1.5971328477410156,3,29,44696,0.0,0,326,338.048,51.5458,105.54,4142,135.73,120.113,236.0,236.0,0.0,0.0,22.7596,6.0,1.133416021621456,1.1296278122196308,0.0,0.9666666666666667,0.910384,0.996392,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
161,0.0,133952.73333333334,134119.9,12214.449999999999,400500.0,25.5342,0.34946897927881193,0.3402428571428571,6.0,3191771.0,73.05,133.59666666666666,134.98,1.713427364475455,3,26,39705,0.0,0,314,301.195,48.5844,97.56,4220,133.856,119.99,267.0,265.0,0.0,0.0,25.496,6.0,1.1188204251208134,1.1158464308658396,0.0,0.8666666666666667,1.0198399999999999,1.0213679999999998,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
162,0.0,134145.57142857142,134415.3,20949.385714285712,354000.0,24.5871,0.2768994715266359,0.2680375,7.0,3073378.0,88.69,133.79,134.65,0.8650433515148336,3,29,44139,0.0,0,430,424.74699999999996,49.3584,104.78,4164,134.046,119.971,236.0,235.0,0.0,0.0,23.0257,7.0,1.1204310768359738,1.1174612189840616,0.0,0.9666666666666667,0.9210280000000001,0.983484,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
163,27.0,134197.77142857143,134518.6,25594.85714285714,142500.0,9.056799999999999,0.10152248356174119,0.09578333333333333,7.0,1132082.0,88.69,133.13666666666666,133.42,0.4398105652816189,3,30,46201,0.032765,50,406,409.977,17.8882,38.22,1476,134.283,119.765,95.0,94.0,26.0,13.0,8.5795,7.0,1.1208670696278937,1.1120043487914493,0.018292682926829267,1.0,0.34318,0.362272,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
164,15.0,132905.05714285714,133090.4,5039.9857142857145,127500.0,8.9978,0.10235208911277602,0.09207142857142857,7.0,1124722.0,88.69,134.94666666666666,136.57,2.030426884508119,3,30,45111,0.021277,32,480,487.328,17.9392,37.01,1472,132.811,120.169,85.0,83.0,15.0,9.0,8.1207,7.0,1.1100698644443046,1.1271221065189414,0.010190217391304348,1.0,0.32482799999999995,0.359912,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
165,0.0,133966.85714285713,134291.1,11800.199999999999,336000.0,22.2184,0.2506351101153596,0.23975,7.0,2777277.0,88.69,131.79999999999998,133.0,1.1950313803411194,3,30,45390,0.001093,4,448,461.36400000000003,45.202600000000004,93.13,3656,133.967,119.757,224.0,222.0,2.0,1.0,22.1206,7.0,1.1189383921542775,1.100840037836156,0.0,1.0,0.8848239999999999,0.888736,0,1,1,1,1,1,1,1,0,0,1,1,2,1,congested
166,0.0,133327.51666666666,133484.8,9096.35,348000.0,24.7171,0.3133093491158865,0.30046413502109703,6.0,3089636.0,78.45,133.64499999999998,134.06,0.5868986283848533,2,28,43327,0.0,0,396,394.429,49.0226,99.03,4100,133.376,120.025,232.0,230.0,0.0,0.0,23.3627,6.0,1.1135983952347046,1.1162501278953951,0.0,0.9333333333333333,0.934508,0.9886839999999999,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
167,24.0,133911.03333333333,134154.3,33098.183333333334,129000.0,8.7265,0.11288504204239018,0.09968030690537083,6.0,1090824.0,78.45,134.475,137.11,1.832020742240663,4,26,40267,0.032129,48,396,365.956,16.0532,32.24,1446,133.861,120.274,86.0,85.0,24.0,10.0,8.2405,6.0,1.1184721320284174,1.1231825803339688,0.016597510373443983,0.8666666666666667,0.32962,0.34906,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
