timestamp_s,interface,qdisc_kind,handle,poll_interval_s,sent_bytes_total,sent_packets_total,dropped_total,overlimits_total,backlog_bytes,backlog_packets,sent_bytes_delta,sent_packets_delta,dropped_delta,overlimits_delta,throughput_mbps,link_utilization_pct,drop_rate_pps,overlimit_rate_pps,drop_ratio
4383.903,s1-eth2,netem,10,1.0,30914794,21279,2128,0,0,0,688,7,0,0,0.0055,0.02,0.0,0.0,0.0
4384.903,s1-eth1,htb,5,1.0,1212112,17522,1,0,0,0,1807,26,0,0,0.0145,0.06,0.0,0.0,0.0
4384.903,s1-eth1,netem,10,1.0,1212112,17522,1,0,0,0,1807,26,0,0,0.0145,0.06,0.0,0.0,0.0
4384.903,s1-eth2,htb,5,1.0,30947127,21307,2132,11263,4542,3,32333,28,4,14,0.2586,1.03,3.9994,13.998,0.125
4384.903,s1-eth2,netem,10,1.0,30947127,21307,2132,0,4542,3,32333,28,4,0,0.2586,1.03,3.9994,0.0,0.125
4385.903,s1-eth1,htb,5,1.0,1213212,17538,1,0,0,0,1100,16,0,0,0.0088,0.04,0.0,0.0,0.0
4385.903,s1-eth1,netem,10,1.0,1213212,17538,1,0,0,0,1100,16,0,0,0.0088,0.04,0.0,0.0,0.0
4385.903,s1-eth2,htb,5,1.0,30964012,21321,2132,11267,0,0,16885,14,0,4,0.1351,0.54,0.0,3.9996,0.0
4385.903,s1-eth2,netem,10,1.0,30964012,21321,2132,0,0,0,16885,14,0,0,0.1351,0.54,0.0,0.0,0.0
4390.478,s1-eth1,htb,5,4.575,1213517,17542,1,0,133,2,305,4,0,0,0.0005,0.0,0.0,0.0,0.0
4390.478,s1-eth1,netem,10,4.575,1213517,17542,1,0,133,2,305,4,0,0,0.0005,0.0,0.0,0.0,0.0
4390.478,s1-eth2,htb,5,4.575,30964699,21328,2132,11267,0,0,687,7,0,0,0.0012,0.0,0.0,0.0,0.0
4390.478,s1-eth2,netem,10,4.575,30964699,21328,2132,0,0,0,687,7,0,0,0.0012,0.0,0.0,0.0,0.0
4391.478,s1-eth1,htb,5,1.0,1215730,17574,1,0,0,0,2213,32,0,0,0.0177,0.07,0.0,0.0,0.0
4391.478,s1-eth1,netem,10,1.0,1215730,17574,1,0,0,0,2213,32,0,0,0.0177,0.07,0.0,0.0,0.0
4391.478,s1-eth2,htb,5,1.0,31005199,21367,2136,11285,1514,1,40500,39,4,18,0.3239,1.3,3.9993,17.9967,0.093023
4391.478,s1-eth2,netem,10,1.0,31005199,21367,2136,0,1514,1,40500,39,4,0,0.3239,1.3,3.9993,0.0,0.093023
4392.478,s1-eth1,htb,5,1.0,1217560,17600,1,0,264,4,1830,26,0,0,0.0146,0.06,0.0,0.0,0.0
4392.478,s1-eth1,netem,10,1.0,1217560,17600,1,0,264,4,1830,26,0,0,0.0146,0.06,0.0,0.0,0.0
4392.478,s1-eth2,htb,5,1.0,31033049,21393,2140,11293,0,0,27850,26,4,8,0.2228,0.89,3.9994,7.9987,0.133333
4392.478,s1-eth2,netem,10,1.0,31033049,21393,2140,0,0,0,27850,26,4,0,0.2228,0.89,3.9994,0.0,0.133333
4393.478,s1-eth1,htb,5,1.0,1219048,17624,1,0,0,0,1488,24,0,0,0.0119,0.05,0.0,0.0,0.0
4393.478,s1-eth1,netem,10,1.0,1219048,17624,1,0,0,0,1488,24,0,0,0.0119,0.05,0.0,0.0,0.0
4393.478,s1-eth2,htb,5,1.0,31055958,21411,2143,11305,0,0,22909,18,3,12,0.1832,0.73,2.9995,11.9981,0.142857
4393.478,s1-eth2,netem,10,1.0,31055958,21411,2143,0,0,0,22909,18,3,0,0.1832,0.73,2.9995,0.0,0.142857
4394.479,s1-eth1,htb,5,1.0,1219146,17625,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4394.479,s1-eth1,netem,10,1.0,1219146,17625,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4394.479,s1-eth2,htb,5,1.0,31056056,21412,2143,11305,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4394.479,s1-eth2,netem,10,1.0,31056056,21412,2143,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4395.479,s1-eth1,htb,5,1.0,1219244,17626,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4395.479,s1-eth1,netem,10,1.0,1219244,17626,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4395.479,s1-eth2,htb,5,1.0,31056154,21413,2143,11305,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4395.479,s1-eth2,netem,10,1.0,31056154,21413,2143,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4396.479,s1-eth1,htb,5,1.0,1219549,17630,1,0,133,2,305,4,0,0,0.0024,0.01,0.0,0.0,0.0
4396.479,s1-eth1,netem,10,1.0,1219549,17630,1,0,133,2,305,4,0,0,0.0024,0.01,0.0,0.0,0.0
4396.479,s1-eth2,htb,5,1.0,31056841,21420,2143,11305,0,0,687,7,0,0,0.0055,0.02,0.0,0.0,0.0
4396.479,s1-eth2,netem,10,1.0,31056841,21420,2143,0,0,0,687,7,0,0,0.0055,0.02,0.0,0.0,0.0
4397.479,s1-eth1,htb,5,1.0,1221356,17656,1,0,0,0,1807,26,0,0,0.0145,0.06,0.0,0.0,0.0
4397.479,s1-eth1,netem,10,1.0,1221356,17656,1,0,0,0,1807,26,0,0,0.0145,0.06,0.0,0.0,0.0
4397.479,s1-eth2,htb,5,1.0,31089174,21448,2147,11318,0,0,32333,28,4,13,0.2586,1.03,3.9994,12.9981,0.125
4397.479,s1-eth2,netem,10,1.0,31089174,21448,2147,0,0,0,32333,28,4,0,0.2586,1.03,3.9994,0.0,0.125
4398.479,s1-eth1,htb,5,1.0,1222456,17672,1,0,0,0,1100,16,0,0,0.0088,0.04,0.0,0.0,0.0
4398.479,s1-eth1,netem,10,1.0,1222456,17672,1,0,0,0,1100,16,0,0,0.0088,0.04,0.0,0.0,0.0
4398.479,s1-eth2,htb,5,1.0,31106059,21462,2147,11323,0,0,16885,14,0,5,0.1351,0.54,0.0,4.9991,0.0
4398.479,s1-eth2,netem,10,1.0,31106059,21462,2147,0,0,0,16885,14,0,0,0.1351,0.54,0.0,0.0,0.0
4399.479,s1-eth1,htb,5,1.0,1222554,17673,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4399.479,s1-eth1,netem,10,1.0,1222554,17673,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4399.479,s1-eth2,htb,5,1.0,31106157,21463,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4399.479,s1-eth2,netem,10,1.0,31106157,21463,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4400.48,s1-eth1,htb,5,1.0,1222652,17674,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4400.48,s1-eth1,netem,10,1.0,1222652,17674,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4400.48,s1-eth2,htb,5,1.0,31106255,21464,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4400.48,s1-eth2,netem,10,1.0,31106255,21464,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4401.48,s1-eth1,htb,5,1.0,1222750,17675,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4401.48,s1-eth1,netem,10,1.0,1222750,17675,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4401.48,s1-eth2,htb,5,1.0,31106353,21465,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4401.48,s1-eth2,netem,10,1.0,31106353,21465,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4402.48,s1-eth1,htb,5,1.0,1222848,17676,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4402.48,s1-eth1,netem,10,1.0,1222848,17676,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4402.48,s1-eth2,htb,5,1.0,31106451,21466,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4402.48,s1-eth2,netem,10,1.0,31106451,21466,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4403.48,s1-eth1,htb,5,1.0,1222946,17677,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4403.48,s1-eth1,netem,10,1.0,1222946,17677,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4403.48,s1-eth2,htb,5,1.0,31106549,21467,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4403.48,s1-eth2,netem,10,1.0,31106549,21467,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4404.48,s1-eth1,htb,5,1.0,1223044,17678,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4404.48,s1-eth1,netem,10,1.0,1223044,17678,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4404.48,s1-eth2,htb,5,1.0,31106647,21468,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4404.48,s1-eth2,netem,10,1.0,31106647,21468,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4405.48,s1-eth1,htb,5,1.0,1223142,17679,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4405.48,s1-eth1,netem,10,1.0,1223142,17679,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4405.48,s1-eth2,htb,5,1.0,31106745,21469,2147,11323,98,1,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4405.48,s1-eth2,netem,10,1.0,31106745,21469,2147,0,98,1,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4406.48,s1-eth1,htb,5,1.0,1223240,17680,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4406.48,s1-eth1,netem,10,1.0,1223240,17680,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4406.48,s1-eth2,htb,5,1.0,31106843,21470,2147,11323,98,1,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4406.48,s1-eth2,netem,10,1.0,31106843,21470,2147,0,98,1,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4407.481,s1-eth1,htb,5,1.0,1223338,17681,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4407.481,s1-eth1,netem,10,1.0,1223338,17681,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4407.481,s1-eth2,htb,5,1.0,31107039,21472,2147,11323,0,0,196,2,0,0,0.0016,0.01,0.0,0.0,0.0
4407.481,s1-eth2,netem,10,1.0,31107039,21472,2147,0,0,0,196,2,0,0,0.0016,0.01,0.0,0.0,0.0
4408.481,s1-eth1,htb,5,1.0,1223436,17682,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4408.481,s1-eth1,netem,10,1.0,1223436,17682,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4408.481,s1-eth2,htb,5,1.0,31107137,21473,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4408.481,s1-eth2,netem,10,1.0,31107137,21473,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4409.481,s1-eth1,htb,5,1.0,1223534,17683,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4409.481,s1-eth1,netem,10,1.0,1223534,17683,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4409.481,s1-eth2,htb,5,1.0,31107235,21474,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4409.481,s1-eth2,netem,10,1.0,31107235,21474,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4410.481,s1-eth1,htb,5,1.0,1223632,17684,1,0,98,1,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4410.481,s1-eth1,netem,10,1.0,1223632,17684,1,0,98,1,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4410.481,s1-eth2,htb,5,1.0,31107333,21475,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4410.481,s1-eth2,netem,10,1.0,31107333,21475,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4411.482,s1-eth1,htb,5,1.0,1223730,17685,1,0,98,1,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4411.482,s1-eth1,netem,10,1.0,1223730,17685,1,0,98,1,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4411.482,s1-eth2,htb,5,1.0,31107431,21476,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4411.482,s1-eth2,netem,10,1.0,31107431,21476,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4412.482,s1-eth1,htb,5,1.0,1223926,17687,1,0,0,0,196,2,0,0,0.0016,0.01,0.0,0.0,0.0
4412.482,s1-eth1,netem,10,1.0,1223926,17687,1,0,0,0,196,2,0,0,0.0016,0.01,0.0,0.0,0.0
4412.482,s1-eth2,htb,5,1.0,31107529,21477,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4412.482,s1-eth2,netem,10,1.0,31107529,21477,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4413.482,s1-eth1,htb,5,1.0,1224024,17688,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4413.482,s1-eth1,netem,10,1.0,1224024,17688,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4413.482,s1-eth2,htb,5,1.0,31107627,21478,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4413.482,s1-eth2,netem,10,1.0,31107627,21478,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4414.482,s1-eth1,htb,5,1.0,1224122,17689,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4414.482,s1-eth1,netem,10,1.0,1224122,17689,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4414.482,s1-eth2,htb,5,1.0,31107725,21479,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4414.482,s1-eth2,netem,10,1.0,31107725,21479,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4415.482,s1-eth1,htb,5,1.0,1224220,17690,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4415.482,s1-eth1,netem,10,1.0,1224220,17690,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4415.482,s1-eth2,htb,5,1.0,31107823,21480,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4415.482,s1-eth2,netem,10,1.0,31107823,21480,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4416.482,s1-eth1,htb,5,1.0,1224318,17691,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4416.482,s1-eth1,netem,10,1.0,1224318,17691,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4416.482,s1-eth2,htb,5,1.0,31107921,21481,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4416.482,s1-eth2,netem,10,1.0,31107921,21481,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4417.483,s1-eth1,htb,5,1.0,1224416,17692,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4417.483,s1-eth1,netem,10,1.0,1224416,17692,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4417.483,s1-eth2,htb,5,1.0,31108019,21482,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4417.483,s1-eth2,netem,10,1.0,31108019,21482,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4418.483,s1-eth1,htb,5,1.0,1224514,17693,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4418.483,s1-eth1,netem,10,1.0,1224514,17693,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4418.483,s1-eth2,htb,5,1.0,31108117,21483,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4418.483,s1-eth2,netem,10,1.0,31108117,21483,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4419.483,s1-eth1,htb,5,1.0,1224612,17694,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4419.483,s1-eth1,netem,10,1.0,1224612,17694,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4419.483,s1-eth2,htb,5,1.0,31108257,21485,2147,11323,0,0,140,2,0,0,0.0011,0.0,0.0,0.0,0.0
4419.483,s1-eth2,netem,10,1.0,31108257,21485,2147,0,0,0,140,2,0,0,0.0011,0.0,0.0,0.0,0.0
4420.483,s1-eth1,htb,5,1.0,1224752,17696,1,0,0,0,140,2,0,0,0.0011,0.0,0.0,0.0,0.0
4420.483,s1-eth1,netem,10,1.0,1224752,17696,1,0,0,0,140,2,0,0,0.0011,0.0,0.0,0.0,0.0
4420.483,s1-eth2,htb,5,1.0,31108355,21486,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4420.483,s1-eth2,netem,10,1.0,31108355,21486,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4421.483,s1-eth1,htb,5,1.0,1224850,17697,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4421.483,s1-eth1,netem,10,1.0,1224850,17697,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4421.483,s1-eth2,htb,5,1.0,31108453,21487,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4421.483,s1-eth2,netem,10,1.0,31108453,21487,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4426.062,s1-eth1,htb,5,4.578,1224948,17698,1,0,0,0,98,1,0,0,0.0002,0.0,0.0,0.0,0.0
4426.062,s1-eth1,netem,10,4.578,1224948,17698,1,0,0,0,98,1,0,0,0.0002,0.0,0.0,0.0,0.0
4426.062,s1-eth2,htb,5,4.578,31108551,21488,2147,11323,0,0,98,1,0,0,0.0002,0.0,0.0,0.0,0.0
4426.062,s1-eth2,netem,10,4.578,31108551,21488,2147,0,0,0,98,1,0,0,0.0002,0.0,0.0,0.0,0.0
4427.062,s1-eth1,htb,5,1.0,1225046,17699,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4427.062,s1-eth1,netem,10,1.0,1225046,17699,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4427.062,s1-eth2,htb,5,1.0,31108649,21489,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4427.062,s1-eth2,netem,10,1.0,31108649,21489,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4428.062,s1-eth1,htb,5,1.0,1225144,17700,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4428.062,s1-eth1,netem,10,1.0,1225144,17700,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4428.062,s1-eth2,htb,5,1.0,31108747,21490,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4428.062,s1-eth2,netem,10,1.0,31108747,21490,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4429.062,s1-eth1,htb,5,1.0,1225242,17701,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4429.062,s1-eth1,netem,10,1.0,1225242,17701,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4429.062,s1-eth2,htb,5,1.0,31108845,21491,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4429.062,s1-eth2,netem,10,1.0,31108845,21491,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4430.062,s1-eth1,htb,5,1.0,1225340,17702,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4430.062,s1-eth1,netem,10,1.0,1225340,17702,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4430.062,s1-eth2,htb,5,1.0,31108943,21492,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4430.062,s1-eth2,netem,10,1.0,31108943,21492,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4431.062,s1-eth1,htb,5,1.0,1225438,17703,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4431.062,s1-eth1,netem,10,1.0,1225438,17703,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4431.062,s1-eth2,htb,5,1.0,31109041,21493,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4431.062,s1-eth2,netem,10,1.0,31109041,21493,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4432.063,s1-eth1,htb,5,1.0,1225536,17704,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4432.063,s1-eth1,netem,10,1.0,1225536,17704,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4432.063,s1-eth2,htb,5,1.0,31109139,21494,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4432.063,s1-eth2,netem,10,1.0,31109139,21494,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4433.063,s1-eth1,htb,5,1.0,1225634,17705,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4433.063,s1-eth1,netem,10,1.0,1225634,17705,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4433.063,s1-eth2,htb,5,1.0,31109237,21495,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4433.063,s1-eth2,netem,10,1.0,31109237,21495,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4434.063,s1-eth1,htb,5,1.0,1225732,17706,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4434.063,s1-eth1,netem,10,1.0,1225732,17706,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4434.063,s1-eth2,htb,5,1.0,31109335,21496,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4434.063,s1-eth2,netem,10,1.0,31109335,21496,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4435.063,s1-eth1,htb,5,1.0,1225830,17707,1,0,42,1,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4435.063,s1-eth1,netem,10,1.0,1225830,17707,1,0,42,1,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4435.063,s1-eth2,htb,5,1.0,31109433,21497,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4435.063,s1-eth2,netem,10,1.0,31109433,21497,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4436.063,s1-eth1,htb,5,1.0,1225970,17709,1,0,0,0,140,2,0,0,0.0011,0.0,0.0,0.0,0.0
4436.063,s1-eth1,netem,10,1.0,1225970,17709,1,0,0,0,140,2,0,0,0.0011,0.0,0.0,0.0,0.0
4436.063,s1-eth2,htb,5,1.0,31109573,21499,2147,11323,0,0,140,2,0,0,0.0011,0.0,0.0,0.0,0.0
4436.063,s1-eth2,netem,10,1.0,31109573,21499,2147,0,0,0,140,2,0,0,0.0011,0.0,0.0,0.0,0.0
4437.063,s1-eth1,htb,5,1.0,1226068,17710,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4437.063,s1-eth1,netem,10,1.0,1226068,17710,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4437.063,s1-eth2,htb,5,1.0,31109671,21500,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4437.063,s1-eth2,netem,10,1.0,31109671,21500,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4438.064,s1-eth1,htb,5,1.0,1226166,17711,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4438.064,s1-eth1,netem,10,1.0,1226166,17711,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4438.064,s1-eth2,htb,5,1.0,31109769,21501,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4438.064,s1-eth2,netem,10,1.0,31109769,21501,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4439.064,s1-eth1,htb,5,1.0,1226264,17712,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4439.064,s1-eth1,netem,10,1.0,1226264,17712,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4439.064,s1-eth2,htb,5,1.0,31109867,21502,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4439.064,s1-eth2,netem,10,1.0,31109867,21502,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4440.064,s1-eth1,htb,5,1.0,1226362,17713,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4440.064,s1-eth1,netem,10,1.0,1226362,17713,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4440.064,s1-eth2,htb,5,1.0,31109965,21503,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4440.064,s1-eth2,netem,10,1.0,31109965,21503,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4441.064,s1-eth1,htb,5,1.0,1226460,17714,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4441.064,s1-eth1,netem,10,1.0,1226460,17714,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4441.064,s1-eth2,htb,5,1.0,31110063,21504,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4441.064,s1-eth2,netem,10,1.0,31110063,21504,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4442.064,s1-eth1,htb,5,1.0,1226558,17715,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4442.064,s1-eth1,netem,10,1.0,1226558,17715,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4442.064,s1-eth2,htb,5,1.0,31110161,21505,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4442.064,s1-eth2,netem,10,1.0,31110161,21505,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4443.064,s1-eth1,htb,5,1.0,1226656,17716,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4443.064,s1-eth1,netem,10,1.0,1226656,17716,1,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4443.064,s1-eth2,htb,5,1.0,31110259,21506,2147,11323,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4443.064,s1-eth2,netem,10,1.0,31110259,21506,2147,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
