timestamp_s,interface,qdisc_kind,handle,poll_interval_s,sent_bytes_total,sent_packets_total,dropped_total,overlimits_total,backlog_bytes,backlog_packets,sent_bytes_delta,sent_packets_delta,dropped_delta,overlimits_delta,throughput_mbps,link_utilization_pct,drop_rate_pps,overlimit_rate_pps,drop_ratio
0.014,s1-eth1,htb,5,1.0,348,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.014,s1-eth1,netem,10,1.0,348,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.014,s1-eth2,htb,5,1.0,348,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0.014,s1-eth2,netem,10,1.0,348,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1.022,s1-eth1,htb,5,1.008,598,7,0,0,0,0,250,3,0,0,0.002,0.01,0.0,0.0,0.0
1.022,s1-eth1,netem,10,1.008,598,7,0,0,0,0,250,3,0,0,0.002,0.01,0.0,0.0,0.0
1.022,s1-eth2,htb,5,1.008,598,7,0,0,0,0,250,3,0,0,0.002,0.01,0.0,0.0,0.0
1.022,s1-eth2,netem,10,1.008,598,7,0,0,0,0,250,3,0,0,0.002,0.01,0.0,0.0,0.0
2.022,s1-eth1,htb,5,1.0,696,8,0,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
2.022,s1-eth1,netem,10,1.0,696,8,0,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
2.022,s1-eth2,htb,5,1.0,696,8,0,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
2.022,s1-eth2,netem,10,1.0,696,8,0,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
3.022,s1-eth1,htb,5,1.0,794,9,0,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
3.022,s1-eth1,netem,10,1.0,794,9,0,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
3.022,s1-eth2,htb,5,1.0,794,9,0,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
3.022,s1-eth2,netem,10,1.0,794,9,0,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4.023,s1-eth1,htb,5,1.0,892,10,0,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4.023,s1-eth1,netem,10,1.0,892,10,0,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4.023,s1-eth2,htb,5,1.0,892,10,0,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
4.023,s1-eth2,netem,10,1.0,892,10,0,0,0,0,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
5.023,s1-eth1,htb,5,1.0,990,11,0,0,112,2,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
5.023,s1-eth1,netem,10,1.0,990,11,0,0,112,2,98,1,0,0,0.0008,0.0,0.0,0.0,0.0
5.023,s1-eth2,htb,5,1.0,1060,12,0,0,0,0,168,2,0,0,0.0013,0.01,0.0,0.0,0.0
5.023,s1-eth2,netem,10,1.0,1060,12,0,0,0,0,168,2,0,0,0.0013,0.01,0.0,0.0,0.0
6.023,s1-eth1,htb,5,1.0,2168,28,0,0,0,0,1178,17,0,0,0.0094,0.04,0.0,0.0,0.0
6.023,s1-eth1,netem,10,1.0,2168,28,0,0,0,0,1178,17,0,0,0.0094,0.04,0.0,0.0,0.0
6.023,s1-eth2,htb,5,1.0,9800,31,3,2,3028,2,8740,19,3,2,0.0699,0.28,2.9997,1.9998,0.136364
6.023,s1-eth2,netem,10,1.0,9800,31,3,0,3028,2,8740,19,3,0,0.0699,0.28,2.9997,0.0,0.136364
7.023,s1-eth1,htb,5,1.0,4342,59,0,0,66,1,2174,31,0,0,0.0174,0.07,0.0,0.0,0.0
7.023,s1-eth1,netem,10,1.0,4342,59,0,0,66,1,2174,31,0,0,0.0174,0.07,0.0,0.0,0.0
7.023,s1-eth2,htb,5,1.0,61374,66,4,24,6056,4,51574,35,1,22,0.4125,1.65,0.9999,21.9975,0.027778
7.023,s1-eth2,netem,10,1.0,61374,66,4,0,6056,4,51574,35,1,0,0.4125,1.65,0.9999,0.0,0.027778
8.023,s1-eth1,htb,5,1.0,6360,88,0,0,132,2,2018,29,0,0,0.0161,0.06,0.0,0.0,0.0
8.023,s1-eth1,netem,10,1.0,6360,88,0,0,132,2,2018,29,0,0,0.0161,0.06,0.0,0.0,0.0
8.023,s1-eth2,htb,5,1.0,131116,113,5,51,4542,3,69742,47,1,27,0.5578,2.23,0.9998,26.9957,0.020833
8.023,s1-eth2,netem,10,1.0,131116,113,5,0,4542,3,69742,47,1,0,0.5578,2.23,0.9998,0.0,0.020833
9.023,s1-eth1,htb,5,1.0,8852,124,0,0,66,1,2492,36,0,0,0.0199,0.08,0.0,0.0,0.0
9.023,s1-eth1,netem,10,1.0,8852,124,0,0,66,1,2492,36,0,0,0.0199,0.08,0.0,0.0,0.0
9.023,s1-eth2,htb,5,1.0,222054,174,6,84,0,0,90938,61,1,33,0.7274,2.91,0.9999,32.9971,0.016129
9.023,s1-eth2,netem,10,1.0,222054,174,6,0,0,0,90938,61,1,0,0.7274,2.91,0.9999,0.0,0.016129
10.023,s1-eth1,htb,5,1.0,11224,158,0,0,66,1,2372,34,0,0,0.019,0.08,0.0,0.0,0.0
10.023,s1-eth1,netem,10,1.0,11224,158,0,0,66,1,2372,34,0,0,0.019,0.08,0.0,0.0,0.0
10.023,s1-eth2,htb,5,1.0,288768,219,9,104,0,0,66714,45,3,20,0.5336,2.13,2.9995,19.9967,0.0625
10.023,s1-eth2,netem,10,1.0,288768,219,9,0,0,0,66714,45,3,0,0.5336,2.13,2.9995,0.0,0.0625
11.024,s1-eth1,htb,5,1.0,13242,187,0,0,66,1,2018,29,0,0,0.0161,0.06,0.0,0.0,0.0
11.024,s1-eth1,netem,10,1.0,13242,187,0,0,66,1,2018,29,0,0,0.0161,0.06,0.0,0.0,0.0
11.024,s1-eth2,htb,5,1.0,356996,265,9,127,6056,4,68228,46,0,23,0.5457,2.18,0.0,22.9956,0.0
11.024,s1-eth2,netem,10,1.0,356996,265,9,0,6056,4,68228,46,0,0,0.5457,2.18,0.0,0.0,0.0
12.024,s1-eth1,htb,5,1.0,15602,221,0,0,0,0,2360,34,0,0,0.0189,0.08,0.0,0.0,0.0
12.024,s1-eth1,netem,10,1.0,15602,221,0,0,0,0,2360,34,0,0,0.0189,0.08,0.0,0.0,0.0
12.024,s1-eth2,htb,5,1.0,444906,324,10,160,6056,4,87910,59,1,33,0.7032,2.81,0.9999,32.9982,0.016667
12.024,s1-eth2,netem,10,1.0,444906,324,10,0,6056,4,87910,59,1,0,0.7032,2.81,0.9999,0.0,0.016667
13.024,s1-eth1,htb,5,1.0,17990,255,0,0,0,0,2388,34,0,0,0.0191,0.08,0.0,0.0,0.0
13.024,s1-eth1,netem,10,1.0,17990,255,0,0,0,0,2388,34,0,0,0.0191,0.08,0.0,0.0,0.0
13.024,s1-eth2,htb,5,1.0,520676,375,13,186,0,0,75770,51,3,26,0.6061,2.42,2.9996,25.9964,0.055556
13.024,s1-eth2,netem,10,1.0,520676,375,13,0,0,0,75770,51,3,0,0.6061,2.42,2.9996,0.0,0.055556
14.024,s1-eth1,htb,5,1.0,19940,284,0,0,0,0,1950,29,0,0,0.0156,0.06,0.0,0.0,0.0
14.024,s1-eth1,netem,10,1.0,19940,284,0,0,0,0,1950,29,0,0,0.0156,0.06,0.0,0.0,0.0
14.024,s1-eth2,htb,5,1.0,601016,429,14,218,0,0,80340,54,1,32,0.6426,2.57,0.9998,31.995,0.018182
14.024,s1-eth2,netem,10,1.0,601016,429,14,0,0,0,80340,54,1,0,0.6426,2.57,0.9998,0.0,0.018182
15.024,s1-eth1,htb,5,1.0,22274,317,0,0,144,2,2334,33,0,0,0.0187,0.07,0.0,0.0,0.0
15.024,s1-eth1,netem,10,1.0,22274,317,0,0,144,2,2334,33,0,0,0.0187,0.07,0.0,0.0,0.0
15.024,s1-eth2,htb,5,1.0,678230,480,16,244,0,0,77214,51,2,26,0.6176,2.47,1.9996,25.9947,0.037736
15.024,s1-eth2,netem,10,1.0,678230,480,16,0,0,0,77214,51,2,0,0.6176,2.47,1.9996,0.0,0.037736
16.024,s1-eth1,htb,5,1.0,24388,348,0,0,156,2,2114,31,0,0,0.0169,0.07,0.0,0.0,0.0
16.024,s1-eth1,netem,10,1.0,24388,348,0,0,156,2,2114,31,0,0,0.0169,0.07,0.0,0.0,0.0
16.024,s1-eth2,htb,5,1.0,763112,537,18,279,4542,3,84882,57,2,35,0.679,2.72,1.9997,34.9954,0.033898
16.024,s1-eth2,netem,10,1.0,763112,537,18,0,4542,3,84882,57,2,0,0.679,2.72,1.9997,0.0,0.033898
17.024,s1-eth1,htb,5,1.0,26784,382,0,0,0,0,2396,34,0,0,0.0192,0.08,0.0,0.0,0.0
17.024,s1-eth1,netem,10,1.0,26784,382,0,0,0,0,2396,34,0,0,0.0192,0.08,0.0,0.0,0.0
17.024,s1-eth2,htb,5,1.0,844966,592,19,304,7570,5,81854,55,1,25,0.6548,2.62,0.9999,24.9979,0.017857
17.024,s1-eth2,netem,10,1.0,844966,592,19,0,7570,5,81854,55,1,0,0.6548,2.62,0.9999,0.0,0.017857
18.025,s1-eth1,htb,5,1.0,29772,424,0,0,0,0,2988,42,0,0,0.0239,0.1,0.0,0.0,0.0
18.025,s1-eth1,netem,10,1.0,29772,424,0,0,0,0,2988,42,0,0,0.0239,0.1,0.0,0.0,0.0
18.025,s1-eth2,htb,5,1.0,908243,647,23,324,3028,2,63277,55,4,20,0.5061,2.02,3.9994,19.9969,0.067797
18.025,s1-eth2,netem,10,1.0,908243,647,23,0,3028,2,63277,55,4,0,0.5061,2.02,3.9994,0.0,0.067797
19.025,s1-eth1,htb,5,1.0,33812,482,0,0,132,2,4040,58,0,0,0.0323,0.13,0.0,0.0,0.0
19.025,s1-eth1,netem,10,1.0,33812,482,0,0,132,2,4040,58,0,0,0.0323,0.13,0.0,0.0,0.0
19.025,s1-eth2,htb,5,1.0,1009155,724,31,368,7570,5,100912,77,8,44,0.8073,3.23,7.9995,43.9975,0.094118
19.025,s1-eth2,netem,10,1.0,1009155,724,31,0,7570,5,100912,77,8,0,0.8073,3.23,7.9995,0.0,0.094118
23.609,s1-eth1,htb,5,4.584,37652,538,0,0,132,2,3840,56,0,0,0.0067,0.03,0.0,0.0,0.0
23.609,s1-eth1,netem,10,4.584,37652,538,0,0,132,2,3840,56,0,0,0.0067,0.03,0.0,0.0,0.0
23.609,s1-eth2,htb,5,4.584,1143901,813,41,418,0,0,134746,89,10,50,0.2351,0.94,2.1813,10.9067,0.10101
23.609,s1-eth2,netem,10,4.584,1143901,813,41,0,0,0,134746,89,10,0,0.2351,0.94,2.1813,0.0,0.10101
24.609,s1-eth1,htb,5,1.0,42028,600,0,0,264,4,4376,62,0,0,0.035,0.14,0.0,0.0,0.0
24.609,s1-eth1,netem,10,1.0,42028,600,0,0,264,4,4376,62,0,0,0.035,0.14,0.0,0.0,0.0
24.609,s1-eth2,htb,5,1.0,1265119,894,48,457,1612,2,121218,81,7,39,0.9697,3.88,6.9997,38.9983,0.079545
24.609,s1-eth2,netem,10,1.0,1265119,894,48,0,1612,2,121218,81,7,0,0.9697,3.88,6.9997,0.0,0.079545
25.609,s1-eth1,htb,5,1.0,46040,658,0,0,156,2,4012,58,0,0,0.0321,0.13,0.0,0.0,0.0
25.609,s1-eth1,netem,10,1.0,46040,658,0,0,156,2,4012,58,0,0,0.0321,0.13,0.0,0.0,0.0
25.609,s1-eth2,htb,5,1.0,1402991,986,57,508,1514,1,137872,92,9,51,1.1029,4.41,8.9991,50.9947,0.089109
25.609,s1-eth2,netem,10,1.0,1402991,986,57,0,1514,1,137872,92,9,0,1.1029,4.41,8.9991,0.0,0.089109
26.609,s1-eth1,htb,5,1.0,50186,717,0,0,132,2,4146,59,0,0,0.0332,0.13,0.0,0.0,0.0
26.609,s1-eth1,netem,10,1.0,50186,717,0,0,132,2,4146,59,0,0,0.0332,0.13,0.0,0.0,0.0
26.609,s1-eth2,htb,5,1.0,1527139,1068,65,559,3126,3,124148,82,8,51,0.9931,3.97,7.9996,50.9973,0.088889
26.609,s1-eth2,netem,10,1.0,1527139,1068,65,0,3126,3,124148,82,8,0,0.9931,3.97,7.9996,0.0,0.088889
27.61,s1-eth1,htb,5,1.0,54250,775,0,0,66,1,4064,58,0,0,0.0325,0.13,0.0,0.0,0.0
27.61,s1-eth1,netem,10,1.0,54250,775,0,0,66,1,4064,58,0,0,0.0325,0.13,0.0,0.0,0.0
27.61,s1-eth2,htb,5,1.0,1657539,1156,73,605,3028,2,130400,88,8,46,1.0428,4.17,7.9966,45.9803,0.083333
27.61,s1-eth2,netem,10,1.0,1657539,1156,73,0,3028,2,130400,88,8,0,1.0428,4.17,7.9966,0.0,0.083333
28.61,s1-eth1,htb,5,1.0,57612,822,0,0,198,3,3362,47,0,0,0.0269,0.11,0.0,0.0,0.0
28.61,s1-eth1,netem,10,1.0,57612,822,0,0,198,3,3362,47,0,0,0.0269,0.11,0.0,0.0,0.0
28.61,s1-eth2,htb,5,1.0,1757561,1223,82,640,4542,3,100022,67,9,35,0.8001,3.2,8.9987,34.9948,0.118421
28.61,s1-eth2,netem,10,1.0,1757561,1223,82,0,4542,3,100022,67,9,0,0.8001,3.2,8.9987,0.0,0.118421
29.61,s1-eth1,htb,5,1.0,61100,872,0,0,132,2,3488,50,0,0,0.0279,0.11,0.0,0.0,0.0
29.61,s1-eth1,netem,10,1.0,61100,872,0,0,132,2,3488,50,0,0,0.0279,0.11,0.0,0.0,0.0
29.61,s1-eth2,htb,5,1.0,1862125,1293,89,676,4542,3,104564,70,7,36,0.8364,3.35,6.999,35.9948,0.090909
29.61,s1-eth2,netem,10,1.0,1862125,1293,89,0,4542,3,104564,70,7,0,0.8364,3.35,6.999,0.0,0.090909
30.61,s1-eth1,htb,5,1.0,65286,931,0,0,296,4,4186,59,0,0,0.0335,0.13,0.0,0.0,0.0
30.61,s1-eth1,netem,10,1.0,65286,931,0,0,296,4,4186,59,0,0,0.0335,0.13,0.0,0.0,0.0
30.61,s1-eth2,htb,5,1.0,1980315,1372,96,716,3028,2,118190,79,7,40,0.9454,3.78,6.9992,39.9951,0.081395
30.61,s1-eth2,netem,10,1.0,1980315,1372,96,0,3028,2,118190,79,7,0,0.9454,3.78,6.9992,0.0,0.081395
31.61,s1-eth1,htb,5,1.0,69524,992,0,0,98,1,4238,61,0,0,0.0339,0.14,0.0,0.0,0.0
31.61,s1-eth1,netem,10,1.0,69524,992,0,0,98,1,4238,61,0,0,0.0339,0.14,0.0,0.0,0.0
31.61,s1-eth2,htb,5,1.0,2118187,1464,102,769,7570,5,137872,92,6,53,1.1029,4.41,5.9994,52.9948,0.061224
31.61,s1-eth2,netem,10,1.0,2118187,1464,102,0,7570,5,137872,92,6,0,1.1029,4.41,5.9994,0.0,0.061224
32.61,s1-eth1,htb,5,1.0,74632,1064,0,0,176,2,5108,72,0,0,0.0409,0.16,0.0,0.0,0.0
32.61,s1-eth1,netem,10,1.0,74632,1064,0,0,176,2,5108,72,0,0,0.0409,0.16,0.0,0.0,0.0
32.61,s1-eth2,htb,5,1.0,2263629,1561,110,818,3028,2,145442,97,8,49,1.1633,4.65,7.9987,48.9919,0.07619
32.61,s1-eth2,netem,10,1.0,2263629,1561,110,0,3028,2,145442,97,8,0,1.1633,4.65,7.9987,0.0,0.07619
33.61,s1-eth1,htb,5,1.0,78194,1115,0,0,132,2,3562,51,0,0,0.0285,0.11,0.0,0.0,0.0
33.61,s1-eth1,netem,10,1.0,78194,1115,0,0,132,2,3562,51,0,0,0.0285,0.11,0.0,0.0,0.0
33.61,s1-eth2,htb,5,1.0,2378861,1639,119,860,3028,2,115232,78,9,42,0.9218,3.69,8.9993,41.9969,0.103448
33.61,s1-eth2,netem,10,1.0,2378861,1639,119,0,3028,2,115232,78,9,0,0.9218,3.69,8.9993,0.0,0.103448
34.611,s1-eth1,htb,5,1.0,83240,1186,0,0,132,2,5046,71,0,0,0.0404,0.16,0.0,0.0,0.0
34.611,s1-eth1,netem,10,1.0,83240,1186,0,0,132,2,5046,71,0,0,0.0404,0.16,0.0,0.0,0.0
34.611,s1-eth2,htb,5,1.0,2540957,1747,125,920,0,0,162096,108,6,60,1.2965,5.19,5.999,59.9896,0.052632
34.611,s1-eth2,netem,10,1.0,2540957,1747,125,0,0,0,162096,108,6,0,1.2965,5.19,5.999,0.0,0.052632
35.611,s1-eth1,htb,5,1.0,87684,1250,0,0,132,2,4444,64,0,0,0.0355,0.14,0.0,0.0,0.0
35.611,s1-eth1,netem,10,1.0,87684,1250,0,0,132,2,4444,64,0,0,0.0355,0.14,0.0,0.0,0.0
35.611,s1-eth2,htb,5,1.0,2684787,1842,129,977,3028,2,143830,95,4,57,1.1504,4.6,3.9991,56.9865,0.040404
35.611,s1-eth2,netem,10,1.0,2684787,1842,129,0,3028,2,143830,95,4,0,1.1504,4.6,3.9991,0.0,0.040404
36.611,s1-eth1,htb,5,1.0,92028,1312,0,0,0,0,4344,62,0,0,0.0347,0.14,0.0,0.0,0.0
36.611,s1-eth1,netem,10,1.0,92028,1312,0,0,0,0,4344,62,0,0,0.0347,0.14,0.0,0.0,0.0
36.611,s1-eth2,htb,5,1.0,2824075,1934,141,1025,0,0,139288,92,12,48,1.1141,4.46,11.9978,47.9913,0.115385
36.611,s1-eth2,netem,10,1.0,2824075,1934,141,0,0,0,139288,92,12,0,1.1141,4.46,11.9978,0.0,0.115385
37.611,s1-eth1,htb,5,1.0,95742,1365,0,0,362,5,3714,53,0,0,0.0297,0.12,0.0,0.0,0.0
37.611,s1-eth1,netem,10,1.0,95742,1365,0,0,362,5,3714,53,0,0,0.0297,0.12,0.0,0.0,0.0
37.611,s1-eth2,htb,5,1.0,2942265,2013,147,1068,7570,5,118190,79,6,43,0.9454,3.78,5.9995,42.9966,0.070588
37.611,s1-eth2,netem,10,1.0,2942265,2013,147,0,7570,5,118190,79,6,0,0.9454,3.78,5.9995,0.0,0.070588
38.611,s1-eth1,htb,5,1.0,99774,1423,0,0,242,3,4032,58,0,0,0.0323,0.13,0.0,0.0,0.0
38.611,s1-eth1,netem,10,1.0,99774,1423,0,0,242,3,4032,58,0,0,0.0323,0.13,0.0,0.0,0.0
38.611,s1-eth2,htb,5,1.0,3071053,2099,155,1114,6056,4,128788,86,8,46,1.0302,4.12,7.9991,45.9948,0.085106
38.611,s1-eth2,netem,10,1.0,3071053,2099,155,0,6056,4,128788,86,8,0,1.0302,4.12,7.9991,0.0,0.085106
39.611,s1-eth1,htb,5,1.0,103768,1480,0,0,66,1,3994,57,0,0,0.0319,0.13,0.0,0.0,0.0
39.611,s1-eth1,netem,10,1.0,103768,1480,0,0,66,1,3994,57,0,0,0.0319,0.13,0.0,0.0,0.0
39.611,s1-eth2,htb,5,1.0,3213467,2194,162,1165,6056,4,142414,95,7,51,1.1392,4.56,6.9992,50.9945,0.068627
39.611,s1-eth2,netem,10,1.0,3213467,2194,162,0,6056,4,142414,95,7,0,1.1392,4.56,6.9992,0.0,0.068627
40.611,s1-eth1,htb,5,1.0,107636,1534,0,0,222,3,3868,54,0,0,0.0309,0.12,0.0,0.0,0.0
40.611,s1-eth1,netem,10,1.0,107636,1534,0,0,222,3,3868,54,0,0,0.0309,0.12,0.0,0.0,0.0
40.611,s1-eth2,htb,5,1.0,3334685,2275,170,1205,6056,4,121218,81,8,40,0.9697,3.88,7.9993,39.9964,0.089888
40.611,s1-eth2,netem,10,1.0,3334685,2275,170,0,6056,4,121218,81,8,0,0.9697,3.88,7.9993,0.0,0.089888
41.611,s1-eth1,htb,5,1.0,112366,1601,0,0,0,0,4730,67,0,0,0.0378,0.15,0.0,0.0,0.0
41.611,s1-eth1,netem,10,1.0,112366,1601,0,0,0,0,4730,67,0,0,0.0378,0.15,0.0,0.0,0.0
41.611,s1-eth2,htb,5,1.0,3463473,2361,175,1247,7570,5,128788,86,5,42,1.0302,4.12,4.9994,41.9946,0.054945
41.611,s1-eth2,netem,10,1.0,3463473,2361,175,0,7570,5,128788,86,5,0,1.0302,4.12,4.9994,0.0,0.054945
42.612,s1-eth1,htb,5,1.0,116088,1656,0,0,378,5,3722,55,0,0,0.0298,0.12,0.0,0.0,0.0
42.612,s1-eth1,netem,10,1.0,116088,1656,0,0,378,5,3722,55,0,0,0.0298,0.12,0.0,0.0,0.0
42.612,s1-eth2,htb,5,1.0,3589233,2445,182,1289,3028,2,125760,84,7,42,1.006,4.02,6.9992,41.9952,0.076923
42.612,s1-eth2,netem,10,1.0,3589233,2445,182,0,3028,2,125760,84,7,0,1.006,4.02,6.9992,0.0,0.076923
43.612,s1-eth1,htb,5,1.0,120110,1713,0,0,132,2,4022,57,0,0,0.0322,0.13,0.0,0.0,0.0
43.612,s1-eth1,netem,10,1.0,120110,1713,0,0,132,2,4022,57,0,0,0.0322,0.13,0.0,0.0,0.0
43.612,s1-eth2,htb,5,1.0,3692283,2514,191,1328,4542,3,103050,69,9,39,0.8243,3.3,8.9987,38.9943,0.115385
43.612,s1-eth2,netem,10,1.0,3692283,2514,191,0,4542,3,103050,69,9,0,0.8243,3.3,8.9987,0.0,0.115385
44.612,s1-eth1,htb,5,1.0,123798,1765,0,0,0,0,3688,52,0,0,0.0295,0.12,0.0,0.0,0.0
44.612,s1-eth1,netem,10,1.0,123798,1765,0,0,0,0,3688,52,0,0,0.0295,0.12,0.0,0.0,0.0
44.612,s1-eth2,htb,5,1.0,3802903,2588,197,1365,1514,1,110620,74,6,37,0.8849,3.54,5.9996,36.9973,0.075
44.612,s1-eth2,netem,10,1.0,3802903,2588,197,0,1514,1,110620,74,6,0,0.8849,3.54,5.9996,0.0,0.075
45.612,s1-eth1,htb,5,1.0,127132,1812,0,0,66,1,3334,47,0,0,0.0267,0.11,0.0,0.0,0.0
45.612,s1-eth1,netem,10,1.0,127132,1812,0,0,66,1,3334,47,0,0,0.0267,0.11,0.0,0.0,0.0
45.612,s1-eth2,htb,5,1.0,3913523,2662,208,1402,3028,2,110620,74,11,37,0.8848,3.54,10.9983,36.9943,0.129412
45.612,s1-eth2,netem,10,1.0,3913523,2662,208,0,3028,2,110620,74,11,0,0.8848,3.54,10.9983,0.0,0.129412
46.612,s1-eth1,htb,5,1.0,131306,1871,0,0,198,3,4174,59,0,0,0.0334,0.13,0.0,0.0,0.0
46.612,s1-eth1,netem,10,1.0,131306,1871,0,0,198,3,4174,59,0,0,0.0334,0.13,0.0,0.0,0.0
46.612,s1-eth2,htb,5,1.0,4014575,2741,218,1436,6056,4,101052,79,10,34,0.8083,3.23,9.9991,33.9968,0.11236
46.612,s1-eth2,netem,10,1.0,4014575,2741,218,0,6056,4,101052,79,10,0,0.8083,3.23,9.9991,0.0,0.11236
47.612,s1-eth1,htb,5,1.0,136426,1945,0,0,132,2,5120,74,0,0,0.041,0.16,0.0,0.0,0.0
47.612,s1-eth1,netem,10,1.0,136426,1945,0,0,132,2,5120,74,0,0,0.041,0.16,0.0,0.0,0.0
47.612,s1-eth2,htb,5,1.0,4152447,2833,229,1496,7570,5,137872,92,11,60,1.1029,4.41,10.9993,59.9964,0.106796
47.612,s1-eth2,netem,10,1.0,4152447,2833,229,0,7570,5,137872,92,11,0,1.1029,4.41,10.9993,0.0,0.106796
48.612,s1-eth1,htb,5,1.0,140700,2006,0,0,132,2,4274,61,0,0,0.0342,0.14,0.0,0.0,0.0
48.612,s1-eth1,netem,10,1.0,140700,2006,0,0,132,2,4274,61,0,0,0.0342,0.14,0.0,0.0,0.0
48.612,s1-eth2,htb,5,1.0,4275179,2915,237,1543,7570,5,122732,82,8,47,0.9818,3.93,7.9996,46.9978,0.088889
48.612,s1-eth2,netem,10,1.0,4275179,2915,237,0,7570,5,122732,82,8,0,0.9818,3.93,7.9996,0.0,0.088889
49.612,s1-eth1,htb,5,1.0,145244,2072,0,0,66,1,4544,66,0,0,0.0363,0.15,0.0,0.0,0.0
49.612,s1-eth1,netem,10,1.0,145244,2072,0,0,66,1,4544,66,0,0,0.0363,0.15,0.0,0.0,0.0
49.612,s1-eth2,htb,5,1.0,4391855,2993,246,1584,7570,5,116676,78,9,41,0.9331,3.73,8.9974,40.9881,0.103448
49.612,s1-eth2,netem,10,1.0,4391855,2993,246,0,7570,5,116676,78,9,0,0.9331,3.73,8.9974,0.0,0.103448
50.613,s1-eth1,htb,5,1.0,148772,2122,0,0,132,2,3528,50,0,0,0.0282,0.11,0.0,0.0,0.0
50.613,s1-eth1,netem,10,1.0,148772,2122,0,0,132,2,3528,50,0,0,0.0282,0.11,0.0,0.0,0.0
50.613,s1-eth2,htb,5,1.0,4496321,3062,253,1621,4542,3,104466,69,7,37,0.8357,3.34,6.9996,36.9979,0.092105
50.613,s1-eth2,netem,10,1.0,4496321,3062,253,0,4542,3,104466,69,7,0,0.8357,3.34,6.9996,0.0,0.092105
51.613,s1-eth1,htb,5,1.0,153000,2182,0,0,0,0,4228,60,0,0,0.0338,0.14,0.0,0.0,0.0
51.613,s1-eth1,netem,10,1.0,153000,2182,0,0,0,0,4228,60,0,0,0.0338,0.14,0.0,0.0,0.0
51.613,s1-eth2,htb,5,1.0,4599371,3131,263,1659,7570,5,103050,69,10,38,0.8243,3.3,9.9991,37.9965,0.126582
51.613,s1-eth2,netem,10,1.0,4599371,3131,263,0,7570,5,103050,69,10,0,0.8243,3.3,9.9991,0.0,0.126582
52.613,s1-eth1,htb,5,1.0,157650,2249,0,0,210,3,4650,67,0,0,0.0372,0.15,0.0,0.0,0.0
52.613,s1-eth1,netem,10,1.0,157650,2249,0,0,210,3,4650,67,0,0,0.0372,0.15,0.0,0.0,0.0
52.613,s1-eth2,htb,5,1.0,4734215,3221,270,1710,6056,4,134844,90,7,51,1.0786,4.31,6.999,50.9929,0.072165
52.613,s1-eth2,netem,10,1.0,4734215,3221,270,0,6056,4,134844,90,7,0,1.0786,4.31,6.999,0.0,0.072165
53.613,s1-eth1,htb,5,1.0,162924,2324,0,0,132,2,5274,75,0,0,0.0422,0.17,0.0,0.0,0.0
53.613,s1-eth1,netem,10,1.0,162924,2324,0,0,132,2,5274,75,0,0,0.0422,0.17,0.0,0.0,0.0
53.613,s1-eth2,htb,5,1.0,4897825,3330,281,1774,4542,3,163610,109,11,64,1.3088,5.24,10.9991,63.9949,0.091667
53.613,s1-eth2,netem,10,1.0,4897825,3330,281,0,4542,3,163610,109,11,0,1.3088,5.24,10.9991,0.0,0.091667
54.613,s1-eth1,htb,5,1.0,167340,2388,0,0,78,1,4416,64,0,0,0.0353,0.14,0.0,0.0,0.0
54.613,s1-eth1,netem,10,1.0,167340,2388,0,0,78,1,4416,64,0,0,0.0353,0.14,0.0,0.0,0.0
54.613,s1-eth2,htb,5,1.0,5018945,3410,293,1822,0,0,121120,80,12,48,0.9689,3.88,11.999,47.9958,0.130435
54.613,s1-eth2,netem,10,1.0,5018945,3410,293,0,0,0,121120,80,12,0,0.9689,3.88,11.999,0.0,0.130435
59.185,s1-eth1,htb,5,4.572,171668,2450,0,0,198,3,4328,62,0,0,0.0076,0.03,0.0,0.0,0.0
59.185,s1-eth1,netem,10,4.572,171668,2450,0,0,198,3,4328,62,0,0,0.0076,0.03,0.0,0.0,0.0
59.185,s1-eth2,htb,5,4.572,5144705,3494,303,1868,0,0,125760,84,10,46,0.2201,0.88,2.1874,10.062,0.106383
59.185,s1-eth2,netem,10,4.572,5144705,3494,303,0,0,0,125760,84,10,0,0.2201,0.88,2.1874,0.0,0.106383
60.185,s1-eth1,htb,5,1.0,176304,2516,0,0,198,3,4636,66,0,0,0.0371,0.15,0.0,0.0,0.0
